myscore	sp	random	zscore	investment	q	size	tangibility	cashflow	leverage	sic	at	d_myscore	d_sp	d_random	d_zscore	d_investment	d_q	d_size	d_tangibility	d_cashflow	d_leverage	d_sic	d_at
0.02505229	1	0.0193926	3.958153693	0.109965636	1.538622754	2.304583096	0.133932136	0.523168909	0.242115769	2540	10.02	-0.00047806000000000237	-1	0.463951	-1.3763056689999997	0.006626291999999992	-0.38227016999999996	-0.19740479900000008	-0.022685935000000004	-0.488858582	0.08615170799999997	0	-1.795
0.02922443	1	0.0160742	0.158718581	0.068249632	0.825421825	5.042921764	0.5267554	0.033697517	0.275493474	2810	154.922	0.000008310000000000956	-1	0.8765037	0.688995595	0.03513304299999999	0.7391713369999999	2.821498141	-0.265018942	0.130045147	0.07279695999999997	0	2448.078
0.02922443	1	0.0160742	0.158718581	0.068249632	0.825421825	5.042921764	0.5267554	0.202065878	0.275493474	2810	154.922	0.000013420000000000099	-1	0.941125	1.109704836	0.034655599999999995	0.3320727539999999	2.669150355	-0.264797132	0.298413508	0.035114358999999984	0	2080.247
0.02922443	1	0.0160742	0.158718581	0.068249632	0.825421825	5.042921764	0.5267554	0.828721564	0.275493474	2810	154.922	-0.000016069999999999973	-1	0.7459285999999999	0.571630935	-0.013773544000000006	0.38134089999999987	1.9377140200000005	-0.13759193599999997	0.925069194	0.16144044799999996	0	920.6800000000001
0.02922443	1	0.0160742	0.158718581	0.068249632	0.825421825	5.042921764	0.5267554	0.025334707	0.275493474	2810	154.922	-0.00002740000000000034	-1	0.7804129999999999	0.053938023	-0.019433978000000005	0.5162008169999999	2.146245974	-0.149623324	0.121682337	0.18729897899999998	0	1170.078
0.0268883	1	0.0134273	1.883684909	0.414650359	0.734647588	4.6218798	0.090701677	0.326187183	0	2810	101.685	-0.00007477000000000178	-1	0.663107	-0.9156301570000001	-0.375231272	0.7162633429999999	-2.2825771240000003	0.287069675	-1.688436587	0.135434741	0	-91.311
0.0268883	1	0.0134273	1.883684909	0.414650359	0.734647588	4.6218798	0.090701677	0.286046512	0	2810	101.685	-0.00011763999999999872	-1	0.48447460000000003	-1.1333065310000001	0.8047294859999999	0.3792262860000001	-2.5026167640000003	0.24551453900000003	-1.728577258	0	0	-93.36
0.0268883	1	0.0134273	1.883684909	0.414650359	0.734647588	4.6218798	0.090701677	-0.803166388	0	2810	101.685	-0.00012633000000000089	-1	0.6953969999999999	-1.3780249480000002	-0.20548610300000003	5.728507485000001	-1.1651215760000002	0.137462541	-2.817790158	0.078829539	0	-69.971
0.0268883	1	0.0134273	1.883684909	0.414650359	0.734647588	4.6218798	0.090701677	0.965944272	0	2810	101.685	0.00020393999999999968	-1	0.33811990000000003	0.21088258799999982	0.368889373	2.008026923	-1.4505988540000003	0.184866743	-1.048679498	0	0	-77.84700000000001
0.02856189	1	0.0075591	2.236071946	0.056825824	0.811530654	4.151795526	0.425206143	0.649633559	0.057358217	3670	63.548	-0.000026339999999999697	-1	0.7464982	-0.4985089220000001	0.08468934	0.698658024	2.4815544860000003	-0.22913733499999997	0.48520854199999996	0.08259131099999999	0	696.476
0.02856189	1	0.0075591	2.236071946	0.056825824	0.811530654	4.151795526	0.425206143	0.625622216	0.057358217	3670	63.548	-0.00004149999999999987	-1	0.2234117	0.92526581	0.506836738	0.44716227900000005	0.18648818600000006	-0.006158400000000008	0.461197199	0.048262343	0	13.027999999999992
0.02856189	1	0.0075591	2.236071946	0.056825824	0.811530654	4.151795526	0.425206143	0.025491602	0.057358217	3670	63.548	0.00005134000000000041	-1	0.40569910000000003	-0.4279832029999999	0.029808225000000008	-0.04381352699999996	0.04651858500000028	0.02151479900000003	-0.138933415	0.04244050299999999	0	3.0259999999999962
0.02856189	1	0.0075591	2.236071946	0.056825824	0.811530654	4.151795526	0.425206143	0.663132812	0.057358217	3670	63.548	0.00005880999999999942	-1	0.7183018	2.4985411099999997	0.452862297	0.7531543700000001	3.005312815	-0.21942759799999997	0.49870779499999995	0.21051845000000002	0	1219.647
0.02793745	1	0.0255638	1.789767888	0.137482181	1.65865684	6.936623552	0.208390452	0.602679235	0.457435181	3823	1029.289	-0.000013139999999998292	-1	0.30812599999999996	-0.2502703180000001	0.30641735800000003	0.06363799000000014	-0.9840817620000006	-0.038541466999999996	0.13867512199999998	-0.327299761	0	-644.559
0.02793745	1	0.0255638	1.789767888	0.137482181	1.65865684	6.936623552	0.208390452	0.113679908	0.457435181	3823	1029.289	-0.000018519999999997566	-1	0.7384059	-0.4312681220000001	0.382635331	-0.8074566519999999	-2.9602182880000005	0.16702445700000002	-0.350324205	-0.33111544300000006	0	-975.9639999999999
0.02793745	1	0.0255638	1.789767888	0.137482181	1.65865684	6.936623552	0.208390452	0.551527285	0.457435181	3823	1029.289	-0.000019470000000000598	-1	0.9105154999999999	0.4369684220000001	0.039625700999999985	-0.8070446439999999	-0.6090296840000002	-0.05070960399999999	0.08752317200000004	-0.25976740900000006	0	-469.481
0.02793745	1	0.0255638	1.789767888	0.137482181	1.65865684	6.936623552	0.208390452	0.798747429	0.457435181	3823	1029.289	0.000059929999999999706	-1	0.5637724	0.9373112259999998	0.15360026400000001	-0.1457271739999999	-1.2672703540000008	-0.006987643000000016	0.33474331599999996	-0.3468182	0	-739.442
0.03126651	1	0.0130878	2.801520904	0.237366394	2.285878002	8.486342773	0.395203031	0.217314332	0.128901552	3678	4848.103	-0.00007077999999999599	-1	0.1644262	-0.5695889370000002	0.011002982999999994	0.539025621	-0.01294286100000086	-0.00046313700000000235	-0.21795668699999998	0.017742272000000003	0	-62.34400000000005
0.03126651	1	0.0130878	2.801520904	0.237366394	2.285878002	8.486342773	0.395203031	0.293790687	0.128901552	3678	4848.103	0.00007333000000000339	-1	0.6025358000000001	-0.337783854	-0.08061895300000002	0.10415555799999998	-0.7306227130000007	0.03648668500000002	-0.141480332	-0.119069825	0	-2513.213
0.03126651	1	0.0130878	2.801520904	0.237366394	2.285878002	8.486342773	0.395203031	0.517298623	0.128901552	3678	4848.103	0.0000769400000000045	-1	0.5988206	0.013981256999999747	0.16002145799999998	2.1431364169999996	-0.7689443280000008	0.041258355000000024	0.08202760399999998	-0.117716499	0	-2600.997
0.03126651	1	0.0130878	2.801520904	0.237366394	2.285878002	8.486342773	0.395203031	0.401240937	0.128901552	3678	4848.103	-0.00008635999999999713	-1	0.27330550000000003	-0.06305104000000039	-0.056169546000000015	0.268878473	-0.6337691710000009	0.0022466120000000367	-0.03403008199999996	-0.122007845	0	-2275.757
0.02872564	1	0.0132194	1.576415788	0.093217272	0.882738123	5.14414002	0.321728579	0.189976379	0	3460	171.424	-0.00003474000000000185	-1	0.6335769	-0.05061070199999995	0.39659801	0.2294677679999999	0.543990601	0.15863141199999997	-0.10620004400000002	0.515827467	0	123.917
0.02872564	1	0.0132194	1.576415788	0.093217272	0.882738123	5.14414002	0.321728579	-1.406718452	0	3460	171.424	0.00006917999999999855	-1	0.43534870000000003	-2.405128281	-0.054358946000000005	-0.07735119099999999	1.1167236049999998	0.04024678300000001	-1.7028948750000001	0.338063402	0	352.24700000000007
0.02872564	1	0.0132194	1.576415788	0.093217272	0.882738123	5.14414002	0.321728579	0.228769669	0	3460	171.424	-0.00007272000000000181	-1	0.1295252	-0.22015031900000004	-0.014107601999999997	0.033198406000000014	-0.12083861400000018	0.0057241570000000075	-0.06740675400000001	0.008886724	0	-19.512
0.02872564	1	0.0132194	1.576415788	0.093217272	0.882738123	5.14414002	0.321728579	0.194919394	0	3460	171.424	-0.00009978999999999891	-1	0.041993	-0.061509221000000114	0.44620627499999993	0.687674728	-0.6028579000000001	0.318015161	-0.10125702900000003	0.629243905	0	-77.613
0.02844258	1	0.0138829	2.631661636	0.153231149	1.41978336	6.191636254	0.167510156	0.027020938	0	3825	488.645	-0.000005199999999996874	-1	0.5908432	-1.498731801	-0.05452989200000001	0.10627727500000006	-0.42812367499999926	0.065645764	-0.192180926	0.046501185	0	-170.18
0.02844258	1	0.0138829	2.631661636	0.153231149	1.41978336	6.191636254	0.167510156	0.479528939	0	3825	488.645	-0.0000061599999999981114	-1	0.36268300000000003	-1.121399234	-0.08292797500000001	0.30564183200000006	1.046359024	-0.075520782	0.26032707499999996	0.080202573	0	902.6569999999999
