mypscore	random	sp	investment	zscore	q	tangibility	size	cashflow	leverage
0.02048309	0.0112202	1	0.08283971	1.945677171	0.851155067	0.349242963	4.054546349	0.067919654	0.166929707
0.02099008	0.0148478	1	0.028996778	-0.942622014	2.642209516	0.350459465	3.198060685	-0.316964782	0.307494384
0.02018345	0.0087934	1	0.033794001	-0.198367612	2.620326145	0.445853301	4.095943284	-0.074339769	0.104050186
0.02061915	0.0019696	1	0.116052158	1.817973123	1.004495309	0.480707352	3.610458348	-0.061510791	0.53840954
0.01866046	0.0073329	1	0.265635499	2.385440452	1.915724991	0.110346298	7.368609051	1.075259451	0.179389527
0.02219761	0.0065371	1	0.078089462	2.579037267	0.990537655	0.113645186	2.332532169	0.431387415	0.157026398
0.02008653	0.005908	1	0.2858133	2.930377106	2.047309008	0.250063777	4.892437172	0.695035202	0.006902865
0.0241639	0.0000677	1	0.022222222	0.035833333	2.141958333	0.064583333	-0.040821995	0.944444444	0.89375
0.01904202	0.0093505	1	-0.1155078	1.805157935	0.868151332	0.442933292	5.971009257	0.226476564	0.400346006
0.01902696	0.0151054	1	0.091124028	1.785349866	0.630119368	0.274717552	6.388225215	0.230177353	0.28881809
0.01901541	0.0157781	1	0.121575343	3.034891376	2.67575264	0.407370248	6.149431507	0.317398881	0.290867134
0.018253	0.0187933	1	0.10941768	1.500003261	1.524120568	0.154384055	7.853813723	0.257755906	0.258251286
0.02168798	0.0138639	1	0.088369594	2.236906555	1.005306647	0.240848667	2.725955605	0.114155251	0.380459695
0.02221296	0.0159089	1	0.016655101	0.778015996	1.45953677	0.143634748	2.197446775	-1.761276891	0.458786936
0.0178392	0.0134854	1	0.228622862	1.962726098	1.603260296	0.355297158	8.037866235	0.276327633	0.284883721
0.01825848	0.0121443	1	0.178777744	-4.981096173	2.665275941	0.190718855	7.520017731	0.120097294	0.945137157
0.01871983	0.0014676	1	0.123798077	-1.605979462	4.578473612	0.008254257	7.338628191	-4.235576923	0.382295593
0.01966478	0.0174508	1	0.178282731	2.369149105	1.065771404	0.457646702	5.020347973	0.284926062	0.305663392
0.0210065	0.018393	1	0.137069922	0.52167816	1.25814893	0.187448539	3.660068372	0.126942286	0.255429189
0.01972169	0.0170935	1	0.267368638	2.150200935	1.077877114	0.200575883	5.546356437	0.400536802	0.213373286
0.02045046	0.0120659	1	0.332140118	2.742434893	1.346590327	0.063087033	4.876478944	1.042827921	0.214412052
0.02224169	0.0012236	1	0.261971831	0.281445217	3.615815138	0.037305395	2.323661419	1.276056338	0.144423774
0.02073598	0.0075653	1	0.326218983	-2.222394931	4.49942236	0.099756691	4.045311869	0.510845046	0.055260901
0.01944819	0.0155999	1	2.193567251	0.554651108	2.456683373	0.016540401	6.414682798	13.63245614	0.654935677
0.01832915	0.0189703	1	0.170730596	1.611115461	1.112162128	0.1057951	7.858539414	0.760658079	0.237117513
0.02041795	0.0000445	1	0.115796641	2.105081682	1.234672885	0.236516686	4.501663506	0.255242851	0.440637927
0.02021512	0.0101111	1	0.133024604	-0.577242938	1.338475295	0.258240346	4.536698607	-1.032451923	0.275213639
0.02072417	0.0188204	1	0.104876138	2.340011918	0.94327286	0.339777969	3.813505688	0.27171358	0.391202631
0.02182432	0.000187	1	0.136894825	3.900423435	1.755171456	0.197348327	2.667644786	0.897829716	0.013258365
0.02051706	0.0182647	1	0.066121759	2.078221224	1.157192298	0.182749776	4.40039441	-0.34487035	0.031650774
0.02069905	0.0155365	1	0.088930879	3.807633133	1.501457522	0.290778028	3.983170887	0.504815312	0.055227523
0.01994768	0.0037513	1	0.131280547	2.832295691	0.811950754	0.465676077	4.545632473	0.358479961	0
0.02184673	0.0123829	1	1.977375566	-1.461239538	1.243722599	0.037531553	2.711643737	-19.91855204	0.003985652
0.01853061	0.0053513	1	0.099657979	1.782919736	0.829100635	0.43979009	6.782942341	0.102491645	0.511009877
0.02011828	0.0156308	1	0.040968475	3.842083088	0.784487455	0.146587662	5.192434492	0.307938086	0.144264227
0.01833315	0.0057105	1	0.305919547	2.126633652	1.472447233	0.695033501	6.403852305	0.264920341	0.219809722
0.01820662	0.0042655	1	0.077145366	1.795138912	0.992713612	0.528775607	6.999769123	0.131198889	0.228355132
0.01957112	0.0136728	1	0.254240218	2.716109966	1.261418713	0.376633693	5.354149346	0.469852673	0.184656995
0.02092467	0.0045932	1	0.283026756	-4.042316023	1.336413527	0.187909708	3.557802191	-1.865523969	0.521575557
0.02057073	0.0050595	1	0.407023863	1.474213971	1.247456675	0.08354827	4.541442003	0.220321177	0.053407371
0.01895052	0.0004837	1	0.168862622	2.611918086	1.100037477	0.413249488	6.193658173	0.222476438	0.231558674
0.02055618	0.009901	1	0.335759548	3.713542439	0.808395138	0.13381747	4.575535381	1.077410515	0.071322621
0.01975468	0.0001103	1	0.435777724	2.051060775	2.09377853	0.173721741	5.516002045	1.674904076	0.024155503
0.01889291	0.002634	1	0.1721682	3.04827567	3.210125028	0.246369069	6.7182109	0.702938033	0.200744317
0.02179416	0.0161908	1	1.090425532	2.580878848	1.05904757	0.063737175	2.960001464	1.808510638	0
0.02154589	0.0163267	1	0.296214789	2.314033079	0.950021204	0.111238338	3.160398895	0.657570423	0
0.01819375	0.0065647	1	0.03539089	1.744964036	1.108973455	0.580020522	6.911528153	0.141988614	0.328528164
0.0196309	0.0013427	1	0.388040316	2.511549357	1.731539944	0.306675132	5.431032801	0.446332087	0.19334895
0.02065998	0.0164677	1	0.164569536	3.627473425	1.29879619	0.110958999	4.465034174	2.035761589	0.000678754
0.01741829	0.0180495	1	0.027813134	0.453662731	1.305318319	0.624202137	8.014236526	0.021684816	0.560769918
0.02021478	0.01591	1	0.209669591	2.545731533	0.891891636	0.246977519	4.778635979	0.16886317	0.382186276
0.0191016	0.0016127	1	0.195567395	2.843023912	1.870688139	0.347854208	6.16257769	0.583024827	0.315124829
0.0216615	0.0198592	1	0.618379068	3.200454322	1.075720367	0.064546496	3.195893748	1.607530313	0.094343484
0.01963802	0.0078246	1	0.210392005	4.187864216	0.857820779	0.48981133	5.109134324	0.099083451	0.393549089
0.02298791	0.0022696	1	0	1.751031677	0.891136298	0.112176693	1.235762127	-1.139393939	0.072653299
0.01856949	0.0186564	1	0.063918157	3.044682682	1.947339989	0.346155806	6.928098936	0.39537399	0.050105237
0.01572791	0.0191839	1	0.205948232	1.481493165	1.107364884	0.291923331	11.73213108	0.277501649	0.352707408
0.02223474	0.0159004	1	0.667879891	2.60736377	3.115410363	0.210871603	2.010761121	1.130118289	0.022359084
0.01765663	0.0040986	1	0.206726969	1.254195554	1.400808591	0.250489827	8.576970395	0.367612189	0.403372268
0.02193827	0.0179879	1	0.262773723	-2.009395801	1.479170507	0.107526882	2.461126121	0.591240876	0.355350742
0.02048435	0.0089246	1	0.141965957	2.603454979	1.477008611	0.442605133	3.867945718	0.277916407	0.207256918
0.02207664	0.000756	1	2.666666667	-4.23315565	5.113598673	0.079009713	2.133219247	-16.86868687	0.004619758
0.01760835	0.0015232	1	-0.051412911	1.456621357	2.150160109	0.700535164	7.517012026	0.234166316	0.303699599
0.02260823	0.0033565	1	0.312217195	2.606719784	2.147839747	0.073511726	1.894917561	1.477375566	0.155742634
0.01927682	0.0020229	1	0.399063073	-0.808700223	15.7707456	0.276929225	5.784824683	0.259420192	0
0.01881864	0.0114448	1	0.194130936	3.103679324	1.306341673	0.249915429	6.83326231	0.400580913	0.234127044
0.01892214	0.0133619	1	0.634140043	1.488299044	1.537600683	0.138082781	6.804769719	0.670792445	0
0.02154608	0.0090645	1	0.227997228	0.556013319	1.685530817	0.280425699	2.728898034	0.432201432	0.430595456
0.02175678	0.0081629	1	0.062329803	-0.286781381	1.290302117	0.205217667	2.534569449	-0.518910741	0.226310364
0.01900498	0.0195974	1	0.181004979	1.67251836	1.107820944	0.227633191	6.559664811	-0.098959685	0.407328249
0.01993414	0.0064065	1	0.469698543	1.299353958	1.862870465	0.20424762	5.127321432	0.242377046	0
0.02155603	0.0063787	1	0.252833479	4.711908145	0.871964974	0.03099539	3.540640433	1.600697472	0.210008988
0.01987556	0.0021435	1	0.296378436	2.100938299	0.7447233	0.479303091	4.617563076	0.194880264	0.198781199
0.02003444	0.017415	1	0.119824151	0.082088124	2.843312231	0.365923113	4.87239952	0.476784477	1.608486305
0.02013962	0.0153107	1	0.116923353	2.470855202	1.894697084	0.207920792	4.948731521	0.786044632	0.246588556
0.02001503	0.0030983	1	0.00147929	-4.845224941	2.939011681	0.009076559	5.534969268	-1.106508876	1.77703236
0.02080236	0.0038087	1	0.341220068	2.678239294	1.097868039	0.20340011	3.99654796	0.406594451	0.088513141
0.0201885	0.0090052	1	0.271303238	2.517889272	0.970412111	0.319704458	4.606718986	0.302153454	0.269681993
0.01945062	0.0100599	1	0.118330465	1.751990531	1.271950982	0.495852945	5.190314474	0.202645167	0.250226988
0.02134761	0.0110784	1	0.49648078	0.010607608	1.663251338	0.185183672	3.197570469	-1.245262588	0.398153067
0.01990539	0.0039238	1	0.133471328	1.858415325	1.058700903	0.187979653	5.314544984	0.305325565	0.309639301
0.02010582	0.0093482	1	0.158793211	1.40419968	1.330008466	0.222784206	4.928709147	0.352220873	0.390670111
0.02149647	0.0105543	1	0.355644801	1.716578641	2.057600777	0.092932039	3.248434627	-1.310575636	0.048543689
0.02183019	0.0137775	1	0.913890635	3.988573539	1.975703996	0.149295081	2.787662047	1.663733501	0.023025303
0.02042291	0.017521	1	0.245274373	2.847743118	2.725132506	0.17269515	4.65660447	0.795967465	0.254260149
0.02032661	0.0080404	1	0.334360046	2.917388901	1.578972013	0.169656265	4.797425572	0.779660085	0.218931006
0.02010018	0.004265	1	0.160122589	3.323775361	2.022060212	0.239518132	4.925179071	0.790120786	0.016556051
0.01834997	0.0002033	1	0.675339635	3.073579632	1.978679311	0.083988449	7.939784291	4.344277863	0.109140271
0.01909084	0.0160062	1	0.128256212	4.85589352	2.279404046	0.268210213	6.427628584	0.734698474	0
0.0229781	0.0042722	1	0.149560117	1.906126582	0.585759494	0.06886076	1.373715579	1.219941349	0.105316456
0.02092927	0.0038993	1	0.106470953	1.55190122	0.644440048	0.60214222	2.821676461	0.140686376	0.388812853
0.0218928	0.0135708	1	0.201173021	-3.691969756	3.320227871	0.247164646	2.037446985	-1.11026393	0.210663538
0.02135909	0.0170997	1	0.261333333	-4.562603329	3.692659268	0.188766844	2.871415439	-3.434333333	0.288642283
0.02147124	0.018395	1	0.838235294	-15.39096041	5.612401832	0.040412304	2.503401232	-15.84375	0.584914922
0.0196292	0.0176326	1	0.226720648	-85.6202956	31.00100937	0.187094448	1.020290322	-21.53238866	2.869142033
0.02018348	0.0096273	1	0.018691589	-70.15188762	14.84269827	0.018144571	1.228762973	-42.6682243	1.365817969
0.01922689	0.0169372	1	0.173721764	2.016442808	2.345977843	0.198524504	6.267989611	0.75297608	0.181077176
0.02035396	0.010832	1	0.102927146	3.985124927	0.71776811	0.370638762	4.26944567	0.207609816	0
0.02034916	0.0070415	1	0.038511365	2.616150509	0.489516409	0.461184459	3.970669201	-0.098614219	0.016880423
0.0187719	0.0056974	1	0.152438151	4.911265509	2.403189639	0.164426926	7.174176687	1.033069992	0
0.02240477	0.0131212	1	0.401515152	-1.010322665	3.815615163	0.081322141	2.031301166	-5.146464646	0.628016789
0.01877777	0.0086106	1	0.22278481	2.856485518	1.707093481	0.206625981	6.939544601	0.693670886	0.01821176
0.01775876	0.015804	1	0.080886258	1.672732061	1.291827747	0.271259419	8.381671248	0.27354124	0.382658086
0.02025751	0.0178648	1	0.103492406	2.305944969	0.852939995	0.333093109	4.438442412	1.311959048	0.16899212
0.01764284	0.0118386	1	0.274918946	2.389066813	1.413459876	0.342092657	8.385694018	0.415080223	0.173726591
0.01993603	0.00266	1	0.393404087	2.088217743	1.159960137	0.441501252	4.646628778	0.235232509	0.299031976
0.01961212	0.0176817	1	0.113318133	2.994929769	1.399198249	0.418965675	5.162314351	0.251166846	0
0.01810688	0.017755	1	0.177401865	1.707284964	1.984480784	0.144577602	8.127936022	0.828236825	0.292549737
0.02017486	0.0146961	1	0.294064326	2.4977489	0.972812304	0.353745848	4.489894006	0.358154838	0.051822426
0.02247143	0.0079868	1	0.077732794	2.506604038	1.353214386	0.103477286	1.9645917	0.837246964	0.033370724
0.02104116	0.0177444	1	0.128127234	2.271978406	1.132002486	0.097599814	3.941504135	1.004288778	0.24980581
0.0221214	0.0090113	1	0.922891566	2.339237564	3.298020301	0.043933054	2.55769232	2.289156627	0
0.02184341	0.0059867	1	0.73178808	-1.269577948	1.777672642	0.094693994	2.639271592	-6.875827815	0.242805113
0.02096555	0.0109154	1	0.210362401	2.866037486	0.533767235	0.136307756	3.967892812	0.159682899	0.173491196
0.02117497	0.0182496	1	0.11986755	1.085324967	1.431132533	0.154298533	3.496143859	0.700496689	0.045713593
0.01599418	0.0162868	1	0.119899368	1.369433347	1.613862331	0.15103833	11.57243888	0.792231699	0.193805827
0.02209812	0.012361	1	0.211221122	4.066222834	1.24785277	0.092975207	2.570166494	1.379537954	0
0.01911304	0.0009949	1	0.164441139	3.278485491	2.198019265	0.160209387	6.586663947	0.857835688	0.075331182
0.02170885	0.0136674	1	0.169189671	2.192618008	0.966261177	0.404865877	2.263636343	0.206589492	0.290081098
0.02030938	0.0184291	1	0.263560915	2.403725452	1.67236535	0.382133884	4.208669775	0.281993672	0
0.01850288	0.0007992	1	0.317891805	1.788288089	1.385366727	0.192834403	7.382531252	0.480218079	0.240448505
0.01663758	0.0118754	1	0.052058791	0.866031073	1.282111742	0.195942476	10.34663373	-0.046673398	0.298632512
0.02075918	0.0194362	1	0.289338121	3.491401727	0.992300345	0.267909008	3.937710245	0.644551983	0.058478392
0.02082952	0.0184921	1	0.185723034	3.528885964	1.080172981	0.209758391	3.973776402	0.61105765	0
0.01848271	0.0148531	1	0.096215315	1.097538194	1.361569625	0.340817507	7.013466633	0.212376043	0.293212512
0.01995408	0.0111429	1	0.431652807	2.901797372	1.211616432	0.014905373	5.673446971	5.88045738	0.017533913
0.01984589	0.0003933	1	0.003203553	2.06540182	1.256260679	0.386684726	4.969604945	0.170612957	0.543779954
0.018132	0.0029325	1	0.468825771	2.300743835	1.718172455	0.382216628	7.466055917	0.738136474	0.017222636
0.01992819	0.0019138	1	0.049642574	1.767049913	0.891373893	0.409894768	4.735663217	0.024471425	0.377175506
0.02105821	0.0032971	1	0.247124076	1.719160923	1.237014183	0.114771121	3.812512015	0.749589154	0.123409332
0.02030206	0.0170744	1	0.026889904	-1.036460884	1.361319884	0.009122505	4.970847487	-7.299340436	0.111162755
0.01724221	0.017005	1	0.103785901	-6.275681792	1.460501548	0.143940251	9.086702732	-3.565274151	0.511485798
0.02177477	0.0167775	1	0.458075905	1.274839292	2.409339638	0.065026829	2.935079526	3.12886143	0.135897572
0.01706445	0.0013188	1	0.107776813	2.692571874	1.310594662	0.257756609	9.586743921	0.355281951	0.293886283
0.0223233	0.01282	1	0.559113301	2.776434268	0.79560072	0.150244404	2.050784832	0.256157636	0
0.02198613	0.0163442	1	6.224299065	1.577164366	1.239230448	0.178920954	2.481149601	1.741433022	0.55608532
0.02022674	0.0182769	1	0.049523567	1.918343807	0.876137752	0.324458777	4.509308854	0.136365085	0.293861918
0.02337632	0.0160533	1	0.297546012	2.448241206	1.004208543	0.16281407	0.688134639	0.429447853	0.216080402
0.01978422	0.0111681	1	0.1144659	2.279160764	1.691065508	0.3414517	5.102807221	0.265170964	0.182182961
0.01973734	0.0187236	1	0.17319555	2.181901319	1.440840702	0.32015498	5.219263337	0.290311242	0.184352645
0.0171183	0.0161108	1	0.129809573	0.143150462	1.11409609	0.355355513	9.162336399	-0.147137571	0.569229801
0.0200504	0.0019083	1	0.144385027	4.261064772	1.617849579	0.15434571	5.294580393	0.580693023	0.137442661
0.02125362	0.0025168	1	0.045328551	2.575076599	0.804309492	0.184475935	3.44463994	0.432088701	0.22998851
0.02089693	0.0068439	1	0.086198906	2.867000215	0.785740478	0.221669895	3.838806943	0.33107795	0.126145901
0.02156498	0.002708	1	0.367728532	2.223443289	1.420121209	0.065469981	3.325000049	1.630193906	0.35501277
0.02205012	0.0053974	1	0.285801714	3.925148927	1.135132419	0.09057633	2.634260127	1.217870257	0.011985933
0.02038587	0.0006171	1	0.147812034	2.598726155	1.297645312	0.052767585	4.961417038	1.194057683	0.10967394
0.02058813	0.0021094	1	0.077782512	3.85937606	0.716105242	0.466009094	3.78879266	0.130947309	0.426780988
0.01981945	0.0153568	1	0.027581709	2.577034987	0.853461135	0.279017743	5.279348592	0.012230065	0.415853895
0.02131385	0.0099218	1	0.186664381	0.304861469	1.138608611	0.29925842	2.966200471	0.287452863	0.355855392
0.01652121	0.0088206	1	0.198931477	1.962747719	2.369593426	0.38809374	10.1437635	0.326020966	0.362338786
0.01916095	0.0058628	1	0.485270214	3.264381905	1.240904502	0.228577322	6.390717064	0.496082406	0.284996747
0.02067188	0.017389	1	0.257682009	3.246813385	1.684713052	0.087376559	4.484188289	1.664159123	0
0.01979111	0.0115621	1	-0.210352082	2.775385595	0.941139408	0.158175752	5.638795853	0.250680651	0.431176278
0.01914195	0.0032241	1	0.144640235	2.872697003	2.103662597	0.319200888	6.110358077	0.46989721	0.030854606
0.01926709	0.005958	1	0.039483578	1.802598387	1.050256911	0.611143325	5.160117953	0.156265473	0.174280219
0.01690009	0.011431	1	0.191489362	0.952601742	1.036479841	0.08833909	10.19001896	0.294660779	0.341492717
0.01777056	0.0166812	1	0.217650203	1.027420818	2.044185322	0.163438808	8.56615496	0.621596615	0.261977706
0.01709554	0.0090118	1	0.343196709	1.757117159	1.404404263	0.128839021	9.787813872	0.693658364	0.233556608
0.01959939	0.0153673	1	0.100679088	1.889492896	0.716929137	0.562828422	4.825501787	0.103346934	0.312140491
0.02211745	0.0136125	1	0.225632741	0.241460674	0.908948636	0.300642055	1.829376333	-2.428109855	0.157463884
0.01840864	0.0082419	1	0.302113336	3.255627783	5.187719109	0.370721983	7.126514031	0.555582955	0.043569023
0.02246482	0.0192284	1	0.035479632	-17.80675676	6.025214626	0.291732909	0.922670339	-4.202365309	2.862480127
0.01978734	0.0116445	1	-0.527919136	1.807420022	1.114144081	0.054012196	5.800884987	-0.985186476	0.231454482
