mypscore	random	sp	investment	zscore	q	tangibility	size	cashflow	leverage
0.01844363	0.0096621	1	0.782924747	4.773041011	1.775472328	0.224245756	7.572877401	0.825984977	0.227221493
0.02249063	0.0022719	1	0.154626109	3.83718013	0.807388359	0.078023081	2.075935402	1.024081115	0
0.02297105	0.0106017	1	1.413953488	4.128708961	4.941341644	0.106393483	1.398963764	4.213953488	0
0.02065714	0.0048733	1	0.000496607	0.941601192	0.580601463	0.782579247	2.692191785	-0.055040556	0.294906529
0.02042092	0.0066426	1	0.204192412	1.939813855	0.994793862	0.215969287	4.474845076	0.428422937	0.161139654
0.01941445	0.0154649	1	0.04384009	2.139996051	1.97163733	0.077777607	6.257004533	0.753902067	0
0.02198072	0.0026838	1	0.159559176	2.582820069	1.241435986	0.181314879	2.447550863	0.698610446	0.139013841
0.02129972	0.0036118	1	0.064501302	2.1967211	0.786298419	0.27015382	3.144540134	0.312854298	0.232582188
0.01821882	0.0096861	1	0.524298852	2.597397851	1.927163959	0.379024319	7.427826827	0.457548824	0.331582596
0.0186424	0.0129954	1	0.109678782	2.502923665	2.014125316	0.227845059	7.078322186	0.629853608	0.044815372
0.01992849	0.0101228	1	0.27111225	1.821186946	1.227629133	0.407581586	4.750784535	0.350778297	0.405498163
0.01907388	0.0183397	1	0.17812581	2.62083822	1.280367937	0.610858947	5.517276174	0.259801181	0.249931715
0.01868058	0.0033781	1	0.131876834	2.1589207	1.030061251	0.266444295	6.969777512	0.325758733	0.339177395
0.01898641	0.0062725	1	0.632406464	3.40377809	1.229635143	0.511651363	5.990381461	0.156522056	0.447947403
0.01767194	0.0070576	1	0.122077527	2.712843792	1.177312211	0.399212429	8.26307432	0.264287233	0.381641507
0.0190751	0.0028387	1	0.166660941	2.840887285	1.81862873	0.364678651	6.15373007	0.310223993	0.286947705
0.01850647	0.0029596	1	0.296985669	1.617812848	1.338858282	0.17022707	7.387342216	0.815509648	0.083570271
0.02044521	0.0049876	1	-0.154769168	2.351038286	0.878718099	0.074452908	4.786332738	0.905328452	0.015993526
0.02173202	0.0132202	1	0.184525847	1.547741685	1.217548855	0.177170959	2.73786787	0.415953441	0.177623916
0.02001235	0.0138655	1	0.16191569	2.691583572	1.633136424	0.167322728	5.214533503	0.706244716	0.104036406
0.01955084	0.0047846	1	0.174385265	2.341232517	0.727801651	0.302596849	5.51557161	0.257613995	0.048464584
0.02266424	0.019247	1	0.4004329	0.192253521	0.771776305	0.0998343	1.574432303	-0.532467533	0
0.0203056	0.0022745	1	0.037496165	-1.809651042	4.243294271	0.830364583	2.954910279	-0.345197914	0.514739583
0.02050706	0.0165754	1	0.440582158	2.452011314	1.178579236	0.293949663	4.293004146	0.251770515	0.617809417
0.01826607	0.0073789	1	0.143232855	1.810195144	1.507803803	0.296596075	7.49765083	0.316609347	0.265495066
0.01903166	0.0171099	1	0.049450092	3.084360337	1.228613344	0.292094221	6.34991142	0.448232022	0
0.02073228	0.0093204	1	0.065329407	3.378953824	1.060112678	0.127570963	4.306683284	0.585296283	0
0.02093699	0.0165349	1	0.272857143	3.74801879	2.334407799	0.172923464	3.92943061	1.108214286	0
0.02163611	0.0084874	1	0.072742956	1.957975266	1.522530917	0.196721312	2.855607765	0.229154687	0.231636468
0.02154682	0.0053584	1	-0.163793103	2.163005375	1.109741373	0.097180027	3.245478807	0.677055703	0.262911895
0.02053644	0.0058942	1	0.533941297	3.525387736	1.23931482	0.366984993	4.020123763	0.464790434	0.123626768
0.02155884	0.004441	1	0.216266174	1.534203955	0.722590761	0.058380564	3.228073397	-1.996919285	0
0.02170427	0.0193916	1	0.425268373	2.086142729	1.605552181	0.189154623	2.74970385	0.438067713	0.054930298
0.02123261	0.0118369	1	1.09295499	2.264270965	1.367184331	0.168582612	3.479607989	0.965753425	0.164884273
0.02136045	0.013537	1	0.138084633	2.592375968	1.322142933	0.156016832	3.34211948	0.535938449	0.106085788
0.01863363	0.0196131	1	0.241428571	2.738984693	0.722146871	0.295388491	6.939447726	0.222142857	0.055900019
0.0220985	0.0079262	1	0.064148681	-3.93128758	1.887568526	0.3414887	1.573396141	-0.634292566	0.477296289
0.01840814	0.0172754	1	0.371785626	1.501655367	1.448306829	0.106096529	7.691035168	1.89741641	0.074260305
0.02495457	0.0197861	1	0	-6.242436975	282.9401261	0.004201681	-1.435484605	-185	0
0.02004489	0.0023954	1	0.419800505	5.496704512	1.780155096	0.09074791	5.504973748	1.977585416	0
0.02218321	0.0191159	1	0.228501229	-13.7386758	51.76073059	0.089726027	1.477048724	-4.375921376	0.382420091
0.02006054	0.0123054	1	0.514598039	6.680825153	1.229720248	0.331638289	4.96945907	0.583427175	0.081924848
0.019502	0.010933	1	0.629294306	4.588722246	1.080877134	0.480028978	5.319569923	0.220996499	0.224864902
0.02411428	0.0104171	1	0	1.094644596	5.79527556	0.005842259	0.026641931	9.333333333	0
0.01945519	0.0035802	1	0.094337882	2.418183841	2.351166995	0.276209918	5.736840004	0.558357075	0.088685933
0.02252993	0.0113255	1	0.275952694	0.758339511	0.972757598	0.1551149	1.685657938	0.547963206	0.175685693
0.02223714	0.011081	1	0.370425691	0.02316749	0.690178504	0.301177364	1.661271061	0.216579537	0.179453095
0.01632761	0.0020449	1	0.223066407	1.532032925	1.24464484	0.222557384	10.82518094	0.362634265	0.19529543
0.02368618	0.0151068	1	0.241935484	-2.132928571	1.965848571	0.028571429	0.336472237	-2.774193548	0.127142857
0.02162657	0.0030591	1	0.198502994	-0.539122915	1.388488264	0.148857319	2.784393768	-1.890718563	0
0.02219341	0.0171945	1	0.163043478	-10.3893387	2.861952098	0.104917338	1.551384981	2.148550725	0.048537516
0.02143963	0.0152491	1	0.083533174	-14.23805232	3.84141702	0.449805585	1.733070473	-2.584732214	1.205196182
0.01943936	0.0095356	1	0.066165188	2.111920048	1.347673989	0.18054954	5.978478087	1.730773549	0.076160156
0.01915537	0.0011302	1	0.230678729	2.58607771	1.454782939	0.551694915	5.522100713	0.269559756	0.168092421
0.02201006	0.0053604	1	0.030848329	0.445599322	1.527435324	0.093011436	2.468523171	0.12596401	0
0.02189907	0.0018592	1	0.603238866	-36.89435262	9.466707989	0.422865014	-0.320205264	-3.400809717	0.634986226
0.01691404	0.0170726	1	0.17907532	1.687820191	1.150720233	0.288925163	9.675833846	0.176253527	0.197513812
0.02261208	0.0048107	1	0.017358959	-0.141159013	0.602370353	0.035301468	1.856610442	-0.412895226	0.317557013
0.0227088	0.004	1	0.006079027	0.399150907	1.010806638	0.058085681	1.645191082	0.887537994	0.050752605
0.01904158	0.0090083	1	1.42637051	3.164509013	1.043613945	0.091945734	6.841682782	4.695226843	0.002835279
0.01673296	0.0075545	1	0.281588049	1.266961047	0.94521157	0.231235022	10.12470713	0.210472638	0.312610956
0.01866671	0.015524	1	0.144215501	4.656183059	1.580571925	0.45965403	6.625922731	0.316243239	0.19883351
0.02232562	0.0136567	1	0.150219987	3.344835792	0.762477233	0.249405045	1.841025711	0.333123822	0.031730922
0.01819182	0.0018522	1	0.052181107	1.961829175	1.52173879	0.624732214	6.782457327	0.142045033	0.183565811
0.01699714	0.0049052	1	0.288219425	2.140130931	0.987968464	0.286287484	9.56141969	1.095773381	0.15380825
0.02108521	0.016735	1	-0.097827206	1.283778088	1.024608709	0.238214784	3.473983051	0.515497889	0.272989307
0.01987793	0.0188139	1	0.282696408	2.183320058	1.2398416	0.138065316	5.469236664	0.358930622	0.179463838
0.01926881	0.0176463	1	0.164638033	3.533642666	1.623427164	0.165849285	6.36109693	0.713243004	0.10351523
0.01978925	0.0097186	1	0.130882328	2.469035206	1.240793811	0.306973876	5.183916106	0.34116214	0.141271443
0.01918716	0.0167543	1	0.126841571	2.300604543	1.07092097	0.225404239	6.311124823	0.48338357	0.328608734
0.01985656	0.0078189	1	0.184679396	3.250888082	1.7199471	0.21802979	5.323522043	0.591278914	0.000336413
0.02271893	0.0135038	1	0.074856046	-6.723965411	2.933137739	0.072575664	1.174955855	-1.284069098	0.092958616
0.02008922	0.0003625	1	0.178623819	2.842282171	1.67749121	0.188502057	5.036114589	0.579981578	0.001280293
0.0209432	0.004893	1	0.085762265	1.585999058	1.159472422	0.151485954	3.843829814	0.350005997	0
0.02067635	0.0114062	1	0.084141727	1.926648296	1.021495729	0.252925508	3.997007329	0.259924321	0.058785708
0.02045326	0.0198464	1	0.257675439	2.72243362	1.684434587	0.466373747	3.862139243	0.351325758	0.217924191
0.02034113	0.0143374	1	0.330565167	3.134641908	1.62130072	0.540846106	3.83425604	0.408950404	0.105471368
0.01966018	0.0188315	1	0.142156582	3.60519753	1.6146579	0.509236843	4.979461054	0.321271303	0.335669482
0.02117653	0.0110596	1	0.035448828	-1.165621519	2.462064194	0.186438962	3.388753611	-0.764817991	0.531202538
0.02197048	0.0030183	1	0.135632184	2.5720012	0.99960016	0.259796082	2.302985013	0.229885058	0.308976409
0.0202128	0.0089481	1	0.148313389	1.459881116	0.867595215	0.148094167	5.003174196	0.326606346	0.555294355
0.02068963	0.0140264	1	0.035344828	-18.86550033	5.744366689	0.04126623	3.238403905	-10.83793103	0
0.02173497	0.0105378	1	1.195020747	3.902922798	0.738657126	0.02906672	3.211045246	7.12033195	0.020237855
0.02309715	0.0129395	1	0.119747899	0.285438455	3.863850362	0.144006436	0.910674993	0.674369748	0
0.02058319	0.0022615	1	0.419621514	0.306510682	2.994643793	0.199235488	4.172508583	-0.505478088	0.092481273
0.02208682	0.0103107	1	0.083274021	-8.114093206	2.583609489	0.382930938	1.270322185	-0.882562278	0.642897249
0.01858058	0.0096304	1	0.067748468	-0.298492945	2.152350357	0.298759025	6.816196853	-0.318829202	0
0.02119265	0.0059388	1	0.398063781	-0.073795641	9.136378788	0.03688781	3.687853928	1.607061503	0.011111389
0.02014761	0.0138971	1	0.529750737	1.602002965	2.770183829	0.144898441	5.026666111	1.037054409	0.177203065
0.01917152	0.008232	1	0.252784504	0.29471959	3.415964556	0.251528892	6.072608955	-0.048834449	0
0.0164508	0.0181369	1	0.067491373	1.15356979	1.012439734	0.498748231	9.914555476	0.066272094	0.260927731
0.02138211	0.0158984	1	0.029176798	0.908740967	0.684628034	0.238790069	3.072137605	-0.029176798	0.405688345
0.02118919	0.0135609	1	0.337983513	0.180755381	1.310837534	0.078952282	3.624100904	0.577679138	0.104691793
0.02020199	0.0036719	1	0.095303984	3.54140415	1.102749368	0.453203957	4.309563463	0.302939599	0.246398237
0.02023805	0.0095295	1	0.134144872	3.941916312	1.560791158	0.370044862	4.46771109	0.473544655	0.147618665
0.0206455	0.0164403	1	0.588370072	3.98418885	2.305816753	0.240453045	4.190290903	1.001106107	0.03391781
0.0189738	0.0031043	1	0.005170673	3.101453453	0.87150996	0.483453311	6.011926271	0.185371642	0.230411812
0.02106607	0.0018097	1	0.553983834	1.015495105	1.14464877	0.116481265	3.737217135	-2.301096998	0.046568686
0.01979546	0.0179803	1	-0.120781049	-2.12714813	1.398320299	0.145397022	5.515189292	-2.216051683	1.07254958
0.02217725	0.0004361	1	0.235099338	1.373048887	0.949533482	0.092428808	2.331075363	1.53200883	0.119156381
0.02180511	0.0116538	1	0.80075594	0.354784646	6.009911696	0.537934763	1.713617731	0.043196544	0.394485493
0.0215223	0.0095309	1	0.188474256	-0.088548987	1.910151406	0.206696982	2.962795773	0.189418989	0.674503927
0.02150907	0.0098602	1	1.007972665	-1.294427124	2.310551442	0.65568979	1.635495447	0.26025057	0.028838659
0.01729073	0.015326	1	0	-178.8344512	13.59374848	0.253048781	-1.114741671	-25.02803738	3.039634146
0.02142069	0.013949	1	209.96	1.340912866	1.20163489	0.132055032	3.321179674	57.28	0.44191673
0.02092061	0.0100857	1	0.277407493	2.759338643	0.879233033	0.153791551	4.056296495	0.438979545	0.505661357
0.02172377	0.0190373	1	0.007903186	2.096389717	1.625666967	0.246621856	2.66937867	-0.603605829	0.444459843
0.0195029	0.0120957	1	0.270501397	2.160213466	1.170290742	0.578668707	4.872904621	0.376773147	0
0.02155709	0.018698	1	0.05019685	-19.4318806	3.548059701	0.63641791	0.515813165	-0.726377953	0
0.0225724	0.0188857	1	0.425219941	-14.78216216	28.54977887	0.15036855	0.710495819	-16.36070381	0.208845209
0.02148344	0.0147663	1	0.017445483	-9.298640906	4.38819054	0.322051965	2.015569465	-0.795015576	0
0.01938727	0.0026329	1	0.259494189	3.17196651	1.884702226	0.245135266	5.94092886	0.685067937	0.001485716
0.02065373	0.0083072	1	0.114215858	2.262147385	1.330888801	0.45187533	3.633895146	0.25765514	0.421024828
0.02079871	0.0115538	1	0.405313149	-3.557014885	12.47661124	0.20919941	3.618591101	-0.230483823	0.12455411
0.02245267	0.005465	1	0.451104101	-22.50313351	42.58855586	0.502724796	-0.30924625	-6.649842271	0.961852861
0.02128255	0.0050414	1	0.2058361	2.808345604	0.969276078	0.246786326	3.223942965	0.462170191	0.059696741
0.0180717	0.0008977	1	0.178103789	0.543163158	0.915728611	0.226504964	7.932813955	-0.163810683	0.401534267
0.02048743	0.013927	1	0.233435493	1.646404793	1.306203098	0.160194566	4.465482741	0.31903094	0
0.02103788	0.0106579	1	7.421276596	2.817835686	4.596921167	0.066561969	4.002978262	18.55106383	0.015101989
0.02111344	0.0024816	1	0.101560874	1.453481085	0.878470045	0.090643093	3.875130779	-0.889073881	0.536242711
0.02109355	0.0008695	1	0.151662928	5.080793078	2.25939395	0.342372419	3.379428823	0.640592997	0.04769367
0.02278427	0.0036497	1	1.321428571	1.732900852	4.211328428	0.049767622	1.641711473	7.935714286	0.020139427
0.02012559	0.0071147	1	0.36803737	-1.708787111	1.47263556	0.922025147	3.040562225	-0.17878123	0.737820911
0.01969045	0.0134519	1	0.112442983	-2.86310049	0.820779718	0.921905637	3.48553853	-0.104027439	0.225765931
0.02135474	0.0113996	1	0.299736743	2.094080885	0.641071571	0.18732585	3.223743956	0.364610756	0.02901839
0.02107384	0.011963	1	0.05661047	-5.703579569	13.23808537	0.256009117	2.960312328	-2.080922804	0
0.01996723	0.011639	1	0.700807872	3.898831185	1.10796673	0.482165226	4.54539895	0.386967825	0.021571583
0.01921992	0.0098755	1	0.405800839	2.766132477	3.722085138	0.286238335	6.121437428	0.745747076	0.25689598
0.01987822	0.0076126	1	0.455875169	2.274527243	2.65446017	0.27029311	5.131199643	0.346590419	0.127195367
0.02193836	0.0019613	1	0.10105093	-0.214330044	1.540153913	0.045429157	2.7796264	-4.893290218	0.59368212
0.02039158	0.0147396	1	0.376597263	0.323890865	1.787477561	0.189637294	4.496325831	-0.776804826	0.211190028
0.01922591	0.0195905	1	0.304192888	2.399949174	2.489608355	0.317237536	5.95996356	0.495090606	0.026783042
0.02032345	0.0049663	1	0.124801984	2.861287342	1.483917281	0.482164532	4.010944837	0.392003582	0.197231834
0.02058101	0.0012828	1	0.178480321	1.186720675	4.238188162	0.338418781	3.926576586	1.036989796	0.294719413
0.0194525	0.0187754	1	0.254090975	2.0258311	1.084276722	0.282963921	5.77804234	0.299970935	0.428266373
0.02169175	0.007447	1	0.0793601	1.461156139	3.109267198	0.207850492	2.70330563	-0.324968632	0.147833077
0.02267529	0.0005534	1	-1.654141759	-31.94930725	3.383048085	0.004889976	0.204572166	0.211357814	1.523227384
0.0225107	0.0085815	1	0.232941177	-0.263825758	2.768308081	0.060290404	1.846247655	-1.567058824	0
0.02133907	0.0184749	1	0.841726619	-5.172232928	5.784250599	0.0842224	3.057626677	-7.902158273	0
0.02034509	0.0153424	1	0.062002124	1.639862491	1.141788577	0.214855424	4.595604581	0.077491591	0.284054196
0.01998825	0.0083632	1	0.035525198	1.483409469	1.207564844	0.132235697	5.337355371	0.509281652	0.422971504
0.01945788	0.0144087	1	0.489517606	1.406997305	1.054344305	0.194628377	5.872261441	-0.410950539	0.072136116
0.0204256	0.0123573	1	0.646671729	0.258831654	2.851196478	0.04026675	4.770794788	-2.134396355	0.004804555
0.02010707	0.0186393	1	0.035603375	1.402820908	0.706278925	0.599823693	3.91028149	0.048056715	0.075210867
0.02058102	0.0168165	1	0.073207587	0.186191487	0.991408781	0.400916099	3.80120317	-0.057315548	0.69440286
0.02166236	0.0169925	1	0.206389776	-0.925058118	1.388646519	0.440107672	2.100836039	-1.569009585	0.512908357
0.01905158	0.017516	1	0.145987538	2.224497126	2.321267348	0.211870677	6.503782057	0.680437684	0.152502314
0.01816662	0.0016949	1	0.092521024	2.402097269	1.899709649	0.129868436	8.088853749	0.754234917	0.187777226
0.0209323	0.0087585	1	0.2354808	-12.10750742	1.600356794	0.48664177	2.345931897	-2.994287528	0.671071531
0.0209563	0.0159344	1	0.069780529	2.909093868	1.260429469	0.352167687	3.425044108	0.287965271	0.096211431
0.02068963	0.00111	1	0.16678166	2.484795272	1.386882862	0.317834529	3.858200199	-0.106818039	0.096686366
0.02266103	0.0006528	1	0.404109589	-26.0854023	17.93793103	0.157471264	-0.139262067	-14.90410959	0.063218391
0.02093215	0.0156871	1	0.030194355	-2.681423648	3.430458346	0.341701059	3.157128073	0.398889403	0.140407608
0.0211997	0.0032469	1	0.129499766	-1.710406375	1.944880478	0.766374502	1.836573485	-0.540673212	0.378486056
0.01982474	0.0039647	1	0.366256368	-1.53294089	1.368039741	0.138682403	5.344518468	-2.509984753	0.284187208
0.01873821	0.0009901	1	0.551651635	2.763295769	2.295684298	0.366094965	6.590784448	0.737103741	0
0.0208758	0.0042697	1	0.05256975	2.479408065	2.19389199	0.182002201	3.929548532	0.838472834	0.062298561
0.02297166	0.0016484	1	0.007575758	-4.959030218	0.595375088	0.027758257	1.0459145	-5.53030303	0
0.02248937	0.0166739	1	0.004987531	-14.31866405	2.761502947	0.777996071	-0.675307262	-2.369077307	0.424361493
0.01878783	0.0046307	1	0.194914661	1.720384112	0.998326818	0.336605455	6.603187441	0.317714723	0.337371617
0.01769379	0.0100695	1	0.109225092	1.694463405	0.869613898	0.521805082	7.877397186	0.147601476	0.459992416
0.01918461	0.0072567	1	0.061823919	2.106742078	0.724370796	0.304663607	6.078068758	-0.163155995	0.212223684
0.01965142	0.008373	1	0.073661929	3.082083504	0.785663971	0.245091881	5.618264527	0.211400061	0.318393238
0.01719111	0.0161946	1	0.029937444	0.071028789	1.058536682	0.729689456	8.118326267	-0.041473718	0.646897538
0.01882886	0.0196625	1	0.259003003	1.940673759	2.85691405	0.168426359	6.952200781	0.601089126	0.237218877
0.01878826	0.0085556	1	1.066006516	0.655262831	0.922029834	0.655450773	5.798756234	-0.047379015	0.595185047
0.02038973	0.0098249	1	0.211728865	1.694062505	0.546005376	0.111457015	4.74769353	0.15516167	0.08095874
0.02187072	0.0082459	1	0.188413948	0.19192462	1.192860062	0.129342314	2.581201193	1.138920135	0.142511163
0.01969172	0.0102972	1	0.195258898	3.170520819	1.630228504	0.249307862	5.535608369	0.390230208	0.238411118
0.01884762	0.0169028	1	0.678883588	2.109204476	1.457053957	0.287947489	6.62515096	0.773715094	0.196363048
0.0213821	0.0195797	1	0.364307079	2.885372742	3.279893226	0.206739139	3.252271915	0.871784646	0.320167125
0.02000701	0.0169425	1	0.05587433	-1.289135651	3.152546458	0.544198266	4.044716547	-0.141002728	0.133917156
0.02082376	0.0042503	1	1.034941764	2.763098058	1.349559827	0.023452102	4.430828704	8.618968386	0.125212795
0.01876249	0.0162775	1	0.459124726	3.732813365	3.71220709	0.174082917	7.113161652	1.597540364	0.08733787
0.0177148	0.0016204	1	0.219890511	1.444830582	1.250841497	0.54735013	7.741533589	0.232664234	0.359252824
0.02031699	0.0048267	1	0.088133203	1.664723149	1.079866596	0.13450896	4.917115511	0.216943269	0.627503514
0.01855372	0.013359	1	0.359697435	1.178185856	0.797176804	0.606360792	6.248733158	0.137850844	0.315192411
0.0230725	0.0022666	1	0.017326733	-3.552392344	2.90742823	0.006937799	1.430311247	-0.804455446	1.64354067
0.02268324	0.0179286	1	0.461318052	0.392820513	3.224725275	0.178754579	1.409766717	0.926934097	0.198778999
0.0221923	0.0060157	1	0.112125825	1.49562898	1.509895027	0.330407847	1.759752673	0.37645865	0.281362932
0.0180858	0.0128719	1	0.031751199	1.193207541	0.924112272	0.642483174	6.901707025	0.083027621	0.373556546
0.02277683	0.0046753	1	-1.4	-0.784843688	0.396731302	0.000197863	1.620180009	-11.4	0.006331619
0.02009216	0.0072091	1	0.04737912	-1.969502282	1.166252285	0.376340872	4.465643716	-0.728353949	0.85184589
0.01933169	0.0026945	1	0.01247786	-0.558681763	0.906596379	0.558591457	5.177143589	-0.282403472	0.717089222
0.02186526	0.0084422	1	0.662650602	-1.540710631	7.21206812	0.065877076	2.658089352	-1.792771084	0.209475086
0.02188758	0.0154391	1	0.01601281	-9.492738822	2.198698468	0.143728982	2.083059987	-0.522818255	0.778428198
0.01958198	0.0167886	1	0.446215438	4.283097222	2.706376158	0.193901693	5.848136755	1.489841733	0
0.02339123	0.0104739	1	0.21875	0.718885306	2.124136343	0.059419622	0.775187891	-1.3375	0.004606172
0.01744805	0.0097292	1	0.043715847	-187.6772388	45.25298507	0.414179105	-1.316768298	-21.30601093	7.369402985
0.02332424	0.0171067	1	-0.022624434	0.747906317	1.58081973	0.278921221	0.342880233	-0.097285068	0.138396026
0.02006223	0.0075681	1	0.003404139	-28.46557063	2.780699003	0.390687461	2.877005042	-1.746187364	0.875288554
0.02055316	0.008786	1	0.211501792	0.15870797	4.514997111	0.280008201	3.982518747	-0.304477157	0
0.02248543	0.014634	1	0.110970996	-17.3013663	8.505216005	0.386467144	0.429832465	-2.385876419	1.731945348
0.02190324	0.0121984	1	0.02701005	0.695879949	0.433288672	0.062370202	2.703171654	-0.822864322	0.000200978
0.01982485	0.0177439	1	0.536748082	3.177662311	2.34257088	0.182869883	5.489784475	0.844297839	0.159431061
0.02299987	0.0163671	1	0.014373717	-4.655024876	5.401025871	0.437810945	0.004987542	0.691991786	0.016915423
0.01944164	0.0009574	1	0.04897086	1.862252196	0.991910995	0.362996557	5.574872767	0.171119599	0.389312746
0.019492	0.0057431	1	0.148759627	3.657985095	1.067518849	0.445452872	5.329680365	0.320731033	0.07214157
0.02008912	0.0169235	1	0.147393147	1.507884104	0.900146038	0.346392375	4.631938691	0.228744229	0.314195866
0.01789092	0.0180024	1	0.262197075	1.146589795	0.969065792	0.38384908	7.843730984	0.059357318	0.324273444
0.02041623	0.0134425	1	0.041882705	-1.787528182	0.567002469	0.591060373	3.330166721	-0.267542344	0.219017285
0.01879008	0.0023778	1	0.370387454	2.079857677	1.559208027	0.28054517	6.720340775	0.536900369	0.156193463
0.01903465	0.0146761	1	0.056258094	0.818130971	1.58362724	0.613179276	5.625096346	0.020856686	0.963029077
0.02276408	0.007661	1	0.064772727	0.418682505	0.753779698	0.467062635	0.616266136	0.139772727	0.338012959
0.02222339	0.0053517	1	1.261603376	-5.394767285	1.126489104	0.060532688	2.006064072	-4.042194093	0.403551251
0.02220812	0.0104071	1	0.150078989	-8.00267648	1.67551355	0.101706256	1.788086064	-2.522906793	0.50184008
0.01736511	0.0072256	1	0.103926889	1.985145528	0.960738099	0.718849792	7.910467347	0.019697551	0.360402089
0.01879622	0.0176028	1	0.139841599	1.844592478	2.085931204	0.131166694	7.078587755	0.782093205	0.189933844
0.02271329	0.0101966	1	0.251461988	-4.466169618	3.203634669	0.188878534	1.169070752	-3.421052632	0.710779745
0.02083553	0.0196416	1	0.013090229	2.105341021	0.803900124	0.232307077	3.861129631	0.092722456	0.166859572
0.01855112	0.0179217	1	0.073266018	2.492675022	1.283487392	0.32746611	6.961470438	0.2359782	0.013525603
0.01966488	0.0046263	1	0.33314367	1.074947801	3.365369019	0.519818467	4.752745006	0.26158223	0.159358769
0.01982495	0.002346	1	0.047865827	1.009755542	2.449940812	0.276515019	5.143521479	0.283630718	0.244119124
0.01950314	0.0030751	1	0.23185766	-4.636137548	1.927770372	0.095855163	5.670959651	-1.274596764	0
0.02289371	0.0082462	1	0.555555556	3.17822327	1.291816627	0.032232704	1.626884826	5.77037037	0
0.02170514	0.0016698	1	0.223979298	1.849483106	0.723509203	0.486888553	2.070905211	0.173950546	0.414019163
0.02155579	0.0189209	1	0	-87.89789474	16.72126316	0.168421053	-2.353878387	-12.26470588	0.410526316
0.02284537	0.0144803	1	0.585784314	3.260947097	1.057990489	0.088369328	1.618794007	1.144607843	0.283931048
0.02010094	0.0188162	1	0.242420504	2.041267056	1.113216029	0.411515323	4.51913288	0.148289794	0.4672392
0.02294024	0.0027575	1	0.125984252	3.726733436	1.068990755	0.027734977	1.647118979	2.645669291	0.156201849
0.01760396	0.0195531	1	0.14664002	2.026083022	3.523912898	0.094845215	9.048832696	1.483762178	0.187962767
0.01820334	0.013847	1	0.085192657	0.836777065	0.952376967	0.481925635	7.086486231	0.092485657	0.325056724
0.02110913	0.0144226	1	0.664028777	-1.896764917	3.737026562	0.203715615	3.274461892	-1.721103118	0.008399864
0.02156024	0.0083583	1	0.15969163	-21.59965012	4.553618794	0.087637454	1.792092747	-5.290748899	0.162445851
0.01993607	0.0192892	1	0.158887786	3.383865695	1.859587989	0.238857713	5.205659167	0.624936555	0.182533283
0.01944613	0.0153796	1	0.856075636	0.507201295	7.469593264	0.143124352	5.955837369	0.389956603	0.035349741
0.01873676	0.0121088	1	0.269451251	0.800009233	1.154170769	0.056698684	7.272740001	1.014862928	0.102785021
0.02240088	0.0012865	1	0.034926471	1.454756613	0.982926762	0.027339409	2.19700233	-2.492647059	0.088908646
0.02129689	0.0040416	1	0.332600572	1.989892784	1.203951331	0.222583625	3.214988278	0.391954276	0.057824359
0.02024865	0.0009233	1	0.167919948	2.487450765	2.360282185	0.119978055	4.957065727	1.05180887	0
0.02250104	0.0193122	1	0.207594937	-23.07638009	6.874895928	0.233484163	0.099845335	-2.693670886	0.232579186
0.01956634	0.0164043	1	0.056228897	-1.123302838	1.619901544	0.559943762	4.62909177	-0.147381948	0.005760537
0.01929915	0.0080186	1	0.114513337	2.046925268	1.946293381	0.159553245	6.218103981	0.612727471	0.000328848
0.02075963	0.0075036	1	0.061343205	-30.82691396	8.534592456	0.220750244	1.970045115	-1.861448969	0.009622089
0.02201002	0.0063339	1	0.066855524	-2.47449987	8.822356456	0.19329696	2.040960555	-2.003966006	0
0.01611126	0.00432	1	0.29230185	1.490164209	1.282573559	0.268228097	11.09299118	0.307112244	0.24170205
0.02145475	0.0081516	1	0.54835391	-0.358763048	2.051840515	0.081116082	3.237972321	0.056069959	0.173141826
0.01807781	0.0140881	1	0.170837867	0.675580524	1.312199002	0.508614232	7.196686571	0.162132753	0.279400749
0.01686025	0.0059383	1	0.029576707	1.571462919	1.03451103	0.315032105	9.705782189	0.226245846	0.252104894
0.0234122	0.0148054	1	0.124137931	-3.499753998	7.142066421	0.076875769	0.486123011	-9.427586207	0.162361624
0.02230503	0.006205	1	0.012195122	-0.115977706	2.001239201	0.37343242	1.460009399	-0.138501742	0.518578727
0.01713687	0.0098537	1	0.281955599	1.457378208	1.601513072	0.283638999	9.293403866	0.274321619	0.144653817
0.01947193	0.0096385	1	0.203057925	1.809152551	0.212614975	0.775430142	4.4138765	0.20464717	0.039920571
0.02221806	0.0140874	1	4.505952381	0.432360955	1.98697708	0.277448309	1.830819913	-2.589285714	0.44189774
0.02021621	0.0166951	1	0.066186087	1.784164964	0.739347664	0.324925159	4.527522109	0.119166853	0.347999006
0.01805608	0.012087	1	0.275785566	0.501309571	1.554523258	0.357310856	7.615893037	-0.347374435	0.351634587
0.01787804	0.0166066	1	1.844680851	-177.685678	32.99409729	0.179872881	1.5518088	-85.22765957	17.70572034
0.02041367	0.0001721	1	0.112779783	-0.242871676	1.633123258	0.437160471	3.894856501	-0.652466907	0.578017864
0.02072339	0.0123987	1	0.421561792	0.29921446	1.762619483	0.369280049	3.67214013	0.365434896	0.630058979
