quarter	name	isin	symbol	treat	cnt	avg	shares	trades	turnover
5	TEXAF	BE0974263924	TEXF	1	65	30.66168350435635	610.276923076923	8.569230769230769	18680.458
5	THROMBOGENICS	BE0003846632	THR	1	65	6.841648306703417	73761.67692307693	325.0153846153846	506908.39292307687
5	TIGENIX	BE0003864817	TIG	1	65	0.5216591639591387	244572.21538461538	84.26153846153846	128629.87523076925
5	TUBIZE-FIN	BE0003823409	TUB	0.015384615384615385	65	53.95272110202288	13128.415384615384	160.93846153846152	705884.4532307694
5	UCB	BE0003739530	UCB	0	65	64.66619731830434	292937.09230769234	2982.2615384615383	18893333.507538464
5	UMICORE	BE0003884047	UMI	1	65	32.26830184585015	478435.6307692308	2836.723076923077	15387380.581230767
5	VAN DE VELDE	BE0003839561	VAN	1	65	37.89958283066944	6426.753846153846	88.16923076923077	243269.38092307685
5	VASTNED RETAIL BEL	BE0003754687	VASTB	0	65	56.32399265433254	767.8461538461538	11.523076923076923	43259.91769230769
5	VGP	BE0003878957	VGP	1	65	19.94926638058006	427.6307692307692	3.4615384615384617	8766.898615384618
5	VIOHALCO	BE0974271034	VIO	1	65	2.4779227713599137	61845.32307692308	155.12307692307692	142346.92046153845
5	WAREHOUSES-SICAFI	BE0003734481	WEB	0	64	59.975826684386725	560.640625	6.84375	33766.749531249996
5	WDP	BE0003763779	WDP	0	65	57.5998816663211	14663.246153846154	235.16923076923078	851660.3683076919
5	ZENITEL	BE0003806230	ZENT	1	58	0.838715412264323	5605.879310344828	4.189655172413793	4709.888793103449
5	ZETES INDUSTRIES	BE0003827442	ZTS	1	65	23.01202023183822	3594.353846153846	30	83077.73876923077
4	4ENERGY INVEST	BE0974275076	ENINV	1	56	3.455693016730437	1136.4642857142858	4.428571428571429	3972.514107142856
4	AB INBEV	BE0003793107	ABI	0	67	84.23343328819142	1346105.3880597015	10115.76119402985	113756390.55970155
4	ABLYNX	BE0003877942	ABLX	1	66	8.561362055746585	65372.27272727273	326.24242424242425	562323.4848484847
4	ACCENTIS	BE0003696102	ACCB	1	67	0.014143396726704567	596406.7611940298	7.985074626865671	8838.350298507463
4	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	67	92.53867353487733	26583.17910447761	658.8656716417911	2464869.28119403
4	AEDIFICA	BE0003851681	AED	0.029850746268656716	67	51.16024068458576	7419.0298507462685	142.13432835820896	379401.0516417911
4	AGEAS	BE0974264930	AGS	1	67	26.960435145364965	635685.6119402985	3123.4626865671644	16963885.36014926
4	AGFA-GEVAERT	BE0003755692	AGFB	1	67	2.155546825813797	149482.8208955224	222.17910447761193	323561.2388059702
4	ARGEN-X	NL0010832176	ARGX	1	57	8.313262196588784	8154.122807017544	28.280701754385966	66704.08385964915
4	ASCENCIO	BE0003856730	ASC	0	67	52.77669968586602	3188.3283582089553	20.55223880597015	166536.1501492537
4	ATENOR GROUP	BE0003837540	ATEB	1	67	37.54343032214107	1660.3432835820895	21.62686567164179	62056.375074626856
4	BANIMMO A	BE0003870871	BANI	1	67	8.063637158526817	2573	10.194029850746269	20772.40985074627
4	BARCO	BE0003790079	BAR	0	67	54.88451287339286	19636.432835820895	379.5970149253731	1075283.7407462685
4	BEFIMMO	BE0003678894	BEFB	0	67	59.12749943380722	21061.328358208953	387	1239992.525970149
4	LEASINVEST	BE0003770840	LEAS	0	67	83.87737160110512	1197.3283582089553	47.61194029850746	100441.59343283581
4	MDXHEALTH	BE0003844611	MDXH	1	67	3.7241600553494143	66756.19402985074	143.02985074626866	252201.32447761192
4	MELEXIS	BE0165385973	MELE	1	67	34.547666137759805	25475.44776119403	346.1641791044776	878079.6980597016
4	MIKO	BE0003731453	MIKO	0	58	67.67352354109393	259.6896551724138	4.206896551724138	17624.610517241385
4	MOBISTAR	BE0003735496	MOBB	1	67	14.380945874691959	87126.73134328358	483.65671641791045	1261248.6098507466
4	MONTEA C.V.A.	BE0003853703	MONT	1	67	31.66369204043642	4135.910447761194	31.029850746268657	130711.0543283582
4	NYRSTAR	BE0003876936	NYR	1	67	2.2027697625465716	1354176.119402985	1102.7014925373135	3000261.383731344
4	ONTEX GROUP	BE0974276082	ONTEX	1	67	18.56278235725629	58912.67164179104	227.47761194029852	1105385.677014925
4	OPTION	BE0003836534	OPTI	1	67	0.3602584577703402	153432.07462686568	36.95522388059702	55461.732835820905
4	PICANOL	BE0003807246	PIC	1	66	27.513314695697986	1445.2727272727273	17	39554.731060606064
4	QRF	BE0974272040	QRF	1	67	24.95965906373803	1866.4179104477612	17.895522388059703	46693.96567164178
4	QUESTFOR GR-PRICAF	BE0003730448	QFG	1	67	7.237267912367509	3860.716417910448	16.28358208955224	27950.580000000005
4	REALDOLMEN	BE0003899193	REA	1	67	21.62181114745767	5460.059701492537	52.47761194029851	116366.84985074628
4	RECTICEL	BE0003656676	REC	1	67	7.091320424029981	39349.73134328358	128.59701492537314	277522.03895522386
4	RENTABILIWEB	BE0946620946	BIL	1	67	8.278223701249443	10944.373134328358	56.47761194029851	89065.57194029848
4	RETAIL ESTATES	BE0003720340	RET	0	67	61.9970718453921	2641.820895522388	39.059701492537314	164238.1483582089
4	RHJ INTERNATIONAL	BE0003815322	RHJI	1	67	3.7223745230261933	191580.26865671642	141.955223880597	729592.3591044778
4	ROULARTA	BE0003741551	ROU	1	67	12.975522721714494	1505.4925373134329	11.074626865671641	19485.237313432848
4	RTL GROUP	LU0061462528	RTL	0	67	73.65336278358825	25735.910447761195	285.25373134328356	1883972.1929850744
4	SAPEC	BE0003625366	SAP	1	67	39.64891072685748	227.4179104477612	4.388059701492537	8933.576119402986
4	GBL	BE0003797140	GBLB	0	67	74.26712715220116	75939.70149253731	1023.955223880597	5639809.742537315
4	GIMV	BE0003699130	GIMB	1	67	36.793059616349	14277.298507462687	202.49253731343285	524597.0358208955
4	GLOBAL GRAPHICS	FR0004152221	GLOG	1	65	1.7384091175256018	7933.076923076923	9.046153846153846	13992.506923076919
4	GREENYARD FOODS	BE0003765790	GRYFO	1	67	11.95747196625677	2017.5223880597016	7.029850746268656	24318.05298507462
4	HAMON	BE0003700144	HAMO	1	67	12.964761813602133	5455.462686567164	47.940298507462686	65706.56880597014
4	HOME INV.BELG-SIFI	BE0003760742	HOMI	0	67	83.16012121068493	678.044776119403	15.208955223880597	56316.30955223882
4	IBA	BE0003766806	IBAB	1	67	12.03093393373681	39283.94029850746	191.92537313432837	480036.9849253731
4	IEP INVEST	BE0003748622	IEP	1	64	3.3044031459046797	8214.3125	13.46875	27560.3221875
4	IMMO MOURY	BE0003893139	IMMOU	0.6119402985074627	67	49.682849388387815	377.5074626865672	3.6417910447761193	18133.52149253731
4	IMMOBEL	BE0003599108	IMMO	1	67	42.20298675113072	3140.8358208955224	44.43283582089552	133187.1641791044
4	INTERVEST OFF-WARE	BE0003746600	INTO	1	67	22.500237511543673	4868.3432835820895	70.2089552238806	108606.05134328359
4	JENSEN-GROUP	BE0003858751	JEN	1	64	14.672697686078962	5355.015625	20.140625	77560.88046875
4	KBC	BE0003565737	KBC	1	67	41.725663422240935	924197.7014925373	6737.328358208955	38493295.611641794
4	KBC ANCORA	BE0003867844	KBCA	1	67	23.544750899067964	52437.46268656717	473.07462686567163	1222246.9789552242
4	KEYWARE TECH.	BE0003880979	KEYW	1	67	0.640293670555147	5870.238805970149	5.462686567164179	3626.4798507462688
4	KINEPOLIS GROUP	BE0974274061	KIN	1	67	28.645053194639853	24885.44776119403	226.6417910447761	715311.7931343283
4	D&#039;IETEREN	BE0974259880	DIE	1	67	31.321193826012294	21515.55223880597	334.910447761194	675257.1316417911
4	DECEUNINCK	BE0003789063	DECB	1	66	1.9710955023764802	51856.15151515151	76.77272727272727	103353.60090909088
4	DELHAIZE GROUP	BE0003562700	DELB	0.23880597014925373	67	51.381494274121906	321818.53731343284	3316.731343283582	16512337.609552234
4	DEXIA	BE0003796134	DEXB	1	67	0.03038235386633872	2690726.537313433	100.77611940298507	81555.1510447761
4	ECKERT-ZIEGLER BG	BE0003689032	EZBG	1	67	1.7065617520523393	3200.6716417910447	5.298507462686567	5459.278507462687
