quarter	name	isin	symbol	treat	cnt	avg	shares	trades	turnover	COMP	Total Revenue	Cost of Revenue	Gross Profit	Operating Expenses	Research Development	Selling General and Administrative	Total Operating Expenses	Operating Income or Loss	Operating Income or Loss	Total Other Income/Expenses Net	Earnings Before Interest And Taxes	Interest Expense	Income Before Tax	Net Income From Continuing Ops	Net Income	Cash And Cash Equivalents	Short Term Investments	Net Receivables	Inventory	Other Current Assets	Total Current Assets	Long Term Investments	Property Plant and Equipment	Goodwill	Intangible Assets	Accumulated Amortization	Other Assets	Total Assets	Accounts Payable	Short/Current Long Term Debt	Total Current Liabilities	Long Term Debt	Deferred Long Term Liability Charges	Total Liabilities	Common Stock	Retained Earnings	Total Stockholder Equity	Net Tangible Assets	Net Income	Depreciation	Changes In Accounts Receivables	Changes In Liabilities	Changes In Inventories	Changes In Other Operating Activities	Total Cash Flow From Operating Activities	Capital Expenditures	Investments	Other Cash flows from Investing Activities	Total Cash Flows From Investing Activities	Dividends Paid	Sale Purchase of Stock	Net Borrowings	Total Cash Flows From Financing Activities	Effect Of Exchange Rate Changes	Change In Cash and Cash Equivalents
2	FOUNTAIN	BE0003752665	FOU	0	55	2.6045121654690533	2957.927272727273	4.327272727272727	7808.32490909091	FOU	8000	2000	6000	9000	0	0	9000	-1000	-1000	0	-1000	0	0	-7000	0	1000	0	5000	3000	0	9000	0	0	0	0	0	0	28000	7000	12000	13000	7000	0	21000	28000	0	0	0	0	1000	0	0	0	0	-1000	-1000	0	0	-1000	0	0	0	2000	0	0
2	MDXHEALTH	BE0003844611	MDXH	0	63	3.5150331781493462	170659.50793650793	211.4126984126984	661773.8814285712	MDXH	2000	1000	1000	6000	0	0	6000	-4000	-4000	0	-4000	0	0	-4000	0	13000	0	4000	1000	0	19000	0	0	0	0	0	0	21000	3000	0	5000	0	0	5000	76000	-64000	0	0	0	0	-1000	0	0	0	-6000	0	0	0	0	0	0	0	0	0	-6000
2	MELEXIS	BE0165385973	MELE	0	63	26.386854884760773	27540.428571428572	279.1111111111111	725283.8199999998	MELE	76000	40000	35000	57000	0	0	57000	19000	19000	0	19000	0	0	19000	0	35000	0	56000	48000	8000	146000	0	0	0	0	0	0	233000	11000	18000	42000	14000	0	58000	1000	179000	0	0	0	4000	-10000	0	-5000	2000	10000	-4000	0	0	1000	0	0	0	-4000	0	7000
2	MIKO	BE0003731453	MIKO	0	59	67.47690473197225	501.08474576271186	6.11864406779661	33725.901186440686	MIKO	42000	22000	20000	39000	0	0	39000	3000	3000	0	3000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MOBISTAR	BE0003735496	MOBB	0	63	13.434571062092852	132122.03174603175	579.8571428571429	1721370.6726984123	MOBB	315000	177000	137000	294000	0	0	294000	21000	21000	0	21000	-2000	0	12000	0	10000	0	203000	17000	3000	259000	3000	0	0	0	0	0	1430000	313000	555000	448000	549000	0	1069000	132000	230000	0	0	0	47000	6000	0	2000	0	65000	-47000	0	0	-58000	0	0	0	-8000	0	-2000
2	MONTEA C.V.A.	BE0003853703	MONT	0	63	30.412938905675684	2851.15873015873	22.142857142857142	86874.08841269843	MONT	7000	0	6000	1000	0	0	1000	5000	5000	0	5000	-2000	0	2000	0	0	0	0	0	21000	21000	0	0	0	0	0	0	370000	0	184000	44000	184000	0	229000	141000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	NYRSTAR	BE0003876936	NYR	0	63	2.211597333131132	801404.6984126985	543.0952380952381	1757524.923968254	NYR	677000	358000	319000	684000	0	0	684000	-8000	-8000	0	-8000	-30000	0	-33000	0	310000	0	210000	516000	5000	1056000	62000	0	0	0	0	0	3270000	525000	963000	1286000	619000	0	2436000	1650000	-570000	0	0	0	62000	-14000	0	2000	12000	83000	-45000	0	0	-42000	0	0	0	-34000	1000	9000
2	SIOEN	BE0003743573	SIOE	0	63	8.894563730436364	9203.888888888889	36.03174603174603	82189.43746031748	SIOE	83000	65000	19000	77000	0	0	77000	7000	7000	0	7000	-1000	0	5000	0	27000	52000	58000	94000	1000	233000	0	0	0	0	0	0	357000	30000	139000	85000	100000	0	204000	46000	113000	0	0	0	4000	-3000	0	-5000	1000	7000	-2000	0	0	-9000	0	0	0	-5000	0	-7000
2	SIPEF	BE0003898187	SIP	0	63	58.56226526537241	3166.5396825396824	56.22222222222222	185671.5993650794	SIP	79000	55000	24000	62000	0	0	62000	17000	17000	0	17000	0	0	17000	0	41000	0	56000	36000	3000	136000	81000	0	0	0	0	0	766000	25000	61000	133000	0	0	205000	67000	0	0	0	0	4000	0	0	0	0	17000	-11000	0	0	-9000	0	0	0	4000	0	12000
2	SOFINA	BE0003717312	SOF	0	63	86.75518054865776	11409.84126984127	253.44444444444446	986425.4257142855	SOF	84000	0	84000	6000	0	0	6000	78000	78000	0	78000	-1000	0	79000	0	334000	251000	3000	0	0	588000	3974000	0	0	0	0	0	4611000	0	179000	16000	179000	0	203000	84000	0	0	0	0	0	0	0	0	0	18000	0	0	0	19000	0	0	0	-38000	0	-1000
2	TELENET GROUP	BE0003826436	TNET	0	63	44.638599730659315	95301.74603174604	1069.2222222222222	4259576.167936509	TNET	417000	212000	205000	269000	0	0	269000	148000	148000	0	148000	-66000	0	39000	0	216000	0	131000	16000	84000	447000	0	0	0	0	0	0	3410000	112000	3875000	723000	3802000	0	4864000	973000	-2427000	0	0	0	75000	0	0	0	-20000	151000	-84000	0	0	-119000	0	0	0	-30000	0	2000
2	TER BEKE	BE0003573814	TERB	0	63	57.69040611744055	446.41269841269843	9.73015873015873	26008.01793650794	TERB	100000	71000	28000	97000	0	0	97000	3000	3000	0	3000	0	0	2000	0	10000	0	56000	23000	0	89000	4000	0	0	0	0	0	231000	54000	57000	90000	33000	0	132000	53000	46000	0	0	0	4000	4000	0	1000	0	8000	-3000	0	0	-3000	0	0	0	-3000	0	1000
2	TESSENDERLO	BE0003555639	TESB	0	63	18.147006892961343	69523.38095238095	395.2063492063492	1271465.1833333333	TESB	388000	294000	94000	360000	0	0	360000	28000	28000	0	28000	-4000	0	14000	0	65000	0	184000	211000	4000	465000	23000	0	0	0	0	0	1051000	248000	264000	396000	167000	0	794000	261000	62000	0	0	0	16000	-4000	0	20000	-5000	45000	-15000	0	0	-11000	0	0	0	-24000	0	10000
2	TEXAF	BE0974263924	TEXF	0	63	34.12950644669623	484.6190476190476	7.333333333333333	16602.328095238103	TEXF	5000	0	4000	3000	0	0	3000	2000	2000	0	2000	0	0	1000	0	5000	0	2000	5000	1000	13000	0	0	0	0	0	0	107000	4000	3000	6000	3000	0	38000	22000	0	0	0	0	1000	0	0	0	0	1000	-2000	0	0	-1000	0	0	0	-1000	0	-1000
2	THROMBOGENICS	BE0003846632	THR	0	63	19.55688200706301	161323.19047619047	1044.095238095238	3213562.5679365085	THR	4000	0	3000	16000	0	0	16000	-12000	-12000	0	-12000	0	0	-12000	0	132000	17000	13000	8000	0	170000	0	0	0	0	0	0	246000	7000	0	11000	0	0	11000	310000	-61000	0	0	0	2000	-1000	0	0	-1000	-12000	0	0	0	-4000	0	0	0	0	0	-16000
2	TIGENIX	BE0003864817	TIG	0	63	0.8163659180265954	3577263.126984127	566.1428571428571	3011100.6515873	TIG	0	3000	-2000	4000	0	0	4000	-4000	-4000	0	-4000	0	0	-4000	0	13000	1000	8000	0	0	22000	0	0	0	0	0	0	60000	2000	16000	6000	14000	0	21000	116000	-83000	0	0	0	1000	0	0	0	1000	-3000	0	0	0	-1000	0	0	0	3000	0	-1000
2	TUBIZE-FIN	BE0003823409	TUB	0	63	49.2719840052317	12350.714285714286	151.55555555555554	601578.2649206349	TUB	0	0	0	0	0	0	0	0	0	0	0	-2000	0	21000	0	30000	0	0	0	0	30000	1766000	0	0	0	0	0	1796000	0	219000	62000	158000	0	239000	236000	1412000	0	0	0	0	0	0	0	0	2000	0	0	0	35000	0	0	0	-21000	0	15000
2	UCB	BE0003739530	UCB	0	63	55.037542917479485	294271.31746031746	2658.5555555555557	16128350.525555557	UCB	879000	281000	598000	742000	0	0	742000	137000	137000	0	137000	-49000	0	56000	0	638000	39000	1017000	625000	0	2319000	126000	0	0	0	0	0	9724000	1263000	2368000	2300000	1644000	0	5067000	2614000	2435000	0	0	0	56000	-7000	0	1000	13000	87000	-30000	0	0	-43000	0	0	0	-101000	1000	-56000
2	UMICORE	BE0003884047	UMI	0	63	33.843441723668725	580042.3492063492	3849.3333333333335	19509251.252063494	UMI	2178000	1995000	183000	2119000	0	0	2119000	59000	59000	0	59000	-5000	0	43000	0	124000	0	882000	1095000	0	2101000	221000	0	0	0	0	0	3659000	1112000	327000	1474000	57000	0	1953000	503000	1674000	0	0	0	43000	0	0	0	17000	98000	-35000	0	0	-39000	0	0	0	-49000	2000	13000
2	VAN DE VELDE	BE0003839561	VAN	0	63	36.922777441340685	8654.444444444445	79.5079365079365	318278.64682539686	VAN	54000	0	54000	38000	0	0	38000	15000	15000	0	15000	-8000	0	3000	0	0	0	0	0	91000	91000	0	0	0	0	0	0	176000	0	0	17000	0	0	21000	153000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	VGP	BE0003878957	VGP	0	63	18.02068369445833	219.5079365079365	2.492063492063492	4003.2555555555555	VGP	10000	1000	9000	2000	0	0	2000	8000	8000	0	8000	-2000	0	22000	0	19000	0	4000	0	70000	92000	0	0	0	0	0	0	424000	6000	185000	23000	168000	0	214000	113000	147000	0	0	0	0	0	0	0	0	-5000	0	0	0	-29000	0	0	0	4000	0	-30000
2	VIOHALCO	BE0974271034	VIO	0	63	4.200956462225474	52623.76190476191	150.53968253968253	222411.20904761902	VIO	728000	678000	49000	731000	0	0	731000	-3000	-3000	0	-3000	-25000	0	-25000	0	111000	0	536000	788000	3000	1438000	87000	0	0	0	0	0	3426000	388000	1473000	931000	942000	0	2135000	537000	-24000	0	0	0	29000	-36000	0	-7000	36000	-9000	-44000	0	0	-35000	0	0	0	13000	0	-31000
2	WAREHOUSES-SICAFI	BE0003734481	WEB	0	62	54.190358735752156	782.6451612903226	8.096774193548388	42354.11370967741	WEB	5000	1000	4000	1000	0	0	1000	3000	3000	0	3000	0	0	3000	0	0	0	4000	0	0	5000	0	0	0	0	0	0	197000	1000	62000	67000	1000	0	68000	37000	17000	0	0	0	0	0	0	0	0	3000	0	0	0	-2000	0	0	0	-1000	0	0
2	WDP	BE0003763779	WDP	0	63	53.67438597381799	12145.396825396825	177.9047619047619	650553.8882539681	WDP	23000	1000	23000	2000	0	0	2000	21000	21000	0	21000	-6000	0	11000	0	1000	0	11000	0	5000	17000	26000	0	0	0	0	0	1320000	0	709000	238000	488000	0	783000	302000	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	63	86.95243643670871	1300.873015873016	49.65079365079365	113479.50492063494	WEHB	9000	1000	9000	1000	0	0	1000	8000	8000	0	8000	0	0	8000	0	0	0	0	0	7000	7000	0	0	0	0	0	0	639000	0	131000	6000	131000	0	137000	501000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	ZENITEL	BE0003806230	ZENT	0	58	0.7746913826210085	10191	6.362068965517241	8479.05120689655	ZENT	17000	14000	3000	16000	0	0	16000	1000	1000	0	1000	0	0	0	0	8000	0	15000	9000	1000	33000	0	0	0	0	0	0	44000	16000	2000	23000	0	0	23000	25000	-4000	0	0	0	0	0	0	0	-1000	0	-1000	0	0	-2000	0	0	0	4000	0	2000
2	ZETES INDUSTRIES	BE0003827442	ZTS	0	63	18.822826667239546	4541.190476190476	31.793650793650794	88373.6773015873	ZTS	59000	35000	24000	57000	0	0	57000	2000	2000	0	2000	0	0	1000	0	12000	0	63000	14000	0	102000	2000	0	0	0	0	0	173000	32000	15000	92000	1000	0	96000	50000	2000	0	0	0	1000	0	0	0	1000	4000	-2000	0	0	-3000	0	0	0	-1000	0	1000
1	GBL	BE0003797140	GBLB	0	65	64.52473657791829	86622.81538461539	1028.753846153846	5584527.000461538	GBLB	1135000	420000	715000	804000	0	0	804000	331000	331000	0	331000	0	0	315000	0	1075000	183000	616000	620000	158000	3227000	12435000	0	0	0	0	0	18958000	411000	3524000	1000000	3427000	40000	5267000	4469000	6306000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	GIMV	BE0003699130	GIMB	0	65	37.14052960005412	14505.36923076923	187.26153846153846	539156.3852307692	GIMB	-42000	-29000	-12000	-61000	0	0	-61000	19000	19000	0	19000	0	0	3000	0	41000	15000	23000	0	6000	86000	795000	0	0	0	0	0	1027000	1000	0	14000	0	0	24000	270000	722000	0	0	0	-2000	4000	0	1000	0	7000	6000	0	0	-32000	0	0	0	2000	0	-24000
1	GLOBAL GRAPHICS	FR0004152221	GLOG	0	63	1.3408447866933195	14883.888888888889	15.412698412698413	20571.567936507945	GLOG	2000	0	2000	3000	0	0	3000	0	0	0	0	0	0	0	0	1000	0	2000	0	0	3000	0	0	0	0	0	0	15000	0	0	2000	0	0	2000	4000	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	HAMON	BE0003700144	HAMO	0	65	14.936585045912635	3346.6615384615384	26.676923076923078	50611.47046153846	HAMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120000	0	235000	13000	10000	379000	3000	0	0	0	0	0	516000	105000	178000	340000	89000	10000	448000	16000	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	HOME INV.BELG-SIFI	BE0003760742	HOMI	0	65	75.47847629240862	708.0923076923077	14.953846153846154	53212.95230769233	HOMI	5000	2000	3000	2000	0	0	2000	3000	3000	0	3000	-1000	0	8000	0	4000	0	4000	0	10000	17000	0	0	0	0	0	0	325000	1000	123000	51000	75000	0	130000	93000	37000	0	0	0	0	1000	0	0	0	4000	0	0	0	-7000	0	0	0	2000	0	-1000
1	IBA	BE0003766806	IBAB	0	65	6.875442228514343	32554.415384615386	99.73846153846154	225225.29230769226	IBAB	58000	34000	23000	58000	0	0	58000	0	0	0	0	-1000	0	-3000	0	29000	0	82000	73000	5000	188000	36000	0	0	0	0	0	282000	31000	47000	161000	41000	0	215000	64000	3000	0	0	0	0	-3000	0	15000	-1000	16000	0	0	0	6000	0	0	0	-18000	-1000	4000
1	IMMO MOURY	BE0003893139	IMMOU	0	65	55.96466461309877	60	2.4461538461538463	3243.498153846154	IMMOU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	1000	3000	0	0	0	0	0	25000	1000	1000	2000	0	0	2000	22000	2000	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0
1	IMMOBEL	BE0003599108	IMMO	0	65	36.16858511425713	2162.0461538461536	25.861538461538462	78138.6493846154	IMMO	21000	14000	7000	17000	0	0	17000	3000	3000	0	3000	-3000	0	1000	0	31000	0	17000	465000	7000	520000	1000	0	0	0	0	0	527000	21000	301000	191000	151000	0	344000	60000	123000	0	0	0	0	-2000	0	-16000	2000	-16000	0	0	0	0	0	0	0	16000	0	-1000
1	JENSEN-GROUP	BE0003858751	JEN	0	65	11.553563026651217	5208.384615384615	19.76923076923077	62150.340615384615	JEN	49000	7000	42000	47000	0	0	47000	2000	2000	0	2000	-1000	0	1000	0	14000	0	65000	26000	2000	107000	0	0	0	0	0	0	137000	14000	11000	60000	3000	0	75000	37000	31000	0	0	0	2000	7000	0	1000	4000	10000	-2000	0	0	-2000	0	0	0	-3000	0	5000
1	KBC	BE0003565737	KBC	0	65	39.498250199992434	930346.8307692307	5293.738461538462	36788845.004923075	KBC	784000	0	784000	975000	0	0	975000	-191000	-191000	0	0	0	0	-290000	0	12501000	0	969000	0	3769000	37391000	61928000	0	0	0	0	0	241306000	148767000	34914000	166395000	25077000	0	226792000	6856000	0	0	0	0	-3000	0	0	0	1214000	-4287000	-453000	0	0	-370000	0	0	0	2552000	-317000	-2423000
1	KBC ANCORA	BE0003867844	KBCA	0	65	24.24643660707173	98760.33846153846	519.0615384615385	2388005.7532307687	KBCA	26000	1000	25000	1000	0	0	1000	25000	25000	0	25000	-7000	0	18000	0	0	0	0	0	0	0	2442000	0	0	0	0	0	2442000	0	380000	17000	375000	0	392000	2022000	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	KEYWARE TECH.	BE0003880979	KEYW	0	65	0.695753202686385	11878.584615384616	8.261538461538462	8345.184	KEYW	2000	1000	1000	2000	0	0	2000	0	0	0	0	0	0	1000	0	0	0	3000	0	0	4000	0	0	0	0	0	0	24000	2000	4000	6000	2000	0	8000	13000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	KINEPOLIS GROUP	BE0974274061	KIN	0	65	21.62682651350465	17863.615384615383	95.12307692307692	386627.52323076915	KIN	68000	43000	25000	52000	0	0	52000	17000	17000	0	17000	-1000	0	12000	0	19000	0	25000	3000	7000	55000	0	0	0	0	0	0	310000	47000	108000	89000	82000	0	206000	20000	92000	0	0	0	5000	-2000	0	0	0	22000	-3000	0	0	-3000	0	0	0	-18000	0	1000
1	MDXHEALTH	BE0003844611	MDXH	0	65	2.887821656238488	50498.18461538461	53.46153846153846	145905.61292307696	MDXH	2000	2000	0	6000	0	0	6000	-4000	-4000	0	-4000	0	0	-4000	0	25000	0	2000	0	0	28000	0	0	0	0	0	0	29000	3000	0	5000	0	0	5000	79000	-56000	0	0	0	0	0	0	0	0	-4000	0	0	0	-1000	0	0	0	0	0	-4000
1	MELEXIS	BE0165385973	MELE	0	65	22.560809812504537	24016.184615384616	222.3230769230769	547253.6336923077	MELE	75000	40000	35000	57000	0	0	57000	18000	18000	0	18000	-1000	0	16000	0	28000	4000	51000	44000	0	128000	0	0	0	0	0	0	215000	21000	23000	37000	18000	0	57000	1000	160000	0	0	0	4000	8000	0	-5000	8000	30000	-7000	0	0	-6000	0	0	0	-28000	0	-4000
1	MIKO	BE0003731453	MIKO	0	57	62.92236861400646	317.2280701754386	4.771929824561403	20022.40543859649	MIKO	36000	21000	16000	34000	0	0	34000	2000	2000	0	2000	0	0	2000	0	10000	0	27000	21000	1000	59000	0	0	0	0	0	0	118000	12000	26000	28000	12000	0	51000	5000	0	0	0	0	3000	3000	0	0	0	7000	-3000	0	0	-3000	0	0	0	0	0	4000
1	MOBISTAR	BE0003735496	MOBB	0	65	13.356894092613492	122709.69230769231	554.2307692307693	1641232.8053846157	MOBB	357000	246000	111000	329000	0	0	329000	29000	29000	0	29000	-1000	0	15000	0	14000	0	229000	21000	3000	279000	3000	0	0	0	0	0	1450000	352000	571000	493000	549000	0	1113000	132000	205000	0	0	0	42000	16000	0	4000	0	66000	-125000	0	0	-109000	0	0	0	44000	0	1000
1	MONTEA C.V.A.	BE0003853703	MONT	0	65	30.008857112757724	1288.9384615384615	11.246153846153845	38683.985384615386	MONT	9000	3000	6000	4000	0	0	4000	5000	5000	0	5000	-4000	0	4000	0	4000	0	8000	0	7000	19000	0	0	0	0	0	0	340000	2000	187000	42000	155000	0	201000	139000	17000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	NYRSTAR	BE0003876936	NYR	0	65	2.093589916561974	1004849.3692307692	704.5230769230769	1996842.7073846157	NYR	697000	382000	315000	607000	0	0	607000	90000	90000	0	90000	-9000	0	-52000	0	292000	0	181000	516000	15000	1033000	46000	0	0	0	0	0	3220000	436000	962000	997000	839000	3000	2350000	1650000	-506000	0	0	0	89000	21000	0	13000	19000	102000	-41000	0	0	-41000	0	0	0	36000	-7000	90000
1	4ENERGY INVEST	BE0974275076	ENINV	0	61	4.3161426208605524	6217.55737704918	24.262295081967213	31649.77524590163	ENINV	5000	3000	2000	4000	0	0	4000	0	0	0	0	-1000	0	-1000	0	1000	0	3000	1000	0	5000	0	0	0	0	0	0	16000	2000	65000	70000	0	0	70000	24000	-79000	0	0	0	0	1000	0	0	0	1000	0	0	0	0	0	0	0	-1000	0	0
1	AB INBEV	BE0003793107	ABI	0	65	74.89637345707129	1267364.1692307692	8421.63076923077	94872918.96476923	ABI	11711000	4482000	7229000	7526000	0	0	7526000	4185000	4185000	0	4185000	-1035000	0	3353000	0	9839000	0	4471000	2950000	691000	18690000	380000	0	0	0	0	0	141666000	9834000	49126000	25627000	41142000	0	86358000	19343000	31004000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	ABLYNX	BE0003877942	ABLX	0	65	7.271384063370718	137841.3076923077	363.10769230769233	1003800.2455384618	ABLX	19000	14000	5000	18000	0	0	18000	2000	2000	0	2000	0	0	-1000	0	11000	188000	2000	0	1000	200000	0	0	0	0	0	0	214000	11000	1000	167000	0	0	167000	235000	-195000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	65	79.8514035645964	28172.830769230768	570.2153846153847	2246243.6975384615	ACKB	166000	56000	110000	126000	0	0	126000	40000	40000	0	40000	-19000	0	111000	0	767000	665000	2323000	137000	59000	3951000	1223000	0	0	0	0	0	10888000	1053000	2034000	5338000	1258000	1000	7610000	114000	0	0	0	0	3000	1000	0	2000	94000	139000	-11000	0	0	-190000	0	0	0	80000	0	253000
1	AEDIFICA	BE0003851681	AED	0	65	50.954788660513	7067.615384615385	111.38461538461539	360242.9775384617	AED	10000	2000	8000	3000	0	0	3000	7000	7000	0	7000	-3000	0	6000	0	2000	0	4000	0	0	6000	1000	0	0	0	0	0	739000	8000	349000	57000	306000	0	362000	313000	19000	0	0	0	0	0	0	0	0	7000	0	0	0	-24000	0	0	0	17000	0	1000
1	AGEAS	BE0974264930	AGS	0	65	30.04519240508226	462489.6615384615	2721.507692307692	13883265.348615382	AGS	3527000	3001000	526000	3408000	0	0	3408000	120000	120000	0	120000	-27000	0	102000	0	2213000	0	1366000	0	2350000	6240000	63684000	0	0	0	0	0	95736000	6301000	4444000	11657000	3061000	123000	86314000	4582000	570000	0	0	0	-302000	0	0	0	587000	859000	-31000	0	0	-483000	0	0	0	-336000	-1000	39000
1	AGFA-GEVAERT	BE0003755692	AGFB	0	65	1.6805736989621487	262995.95384615386	143.3846153846154	439071.86000000004	AGFB	739000	511000	228000	612000	0	0	612000	127000	127000	0	127000	-5000	0	44000	0	126000	0	788000	542000	46000	1502000	11000	0	0	0	0	0	2568000	239000	343000	803000	319000	3000	2200000	397000	664000	0	0	0	0	-15000	0	50000	-57000	50000	-12000	0	0	-10000	0	0	0	-15000	-3000	22000
1	ASCENCIO	BE0003856730	ASC	0	60	51.72324269906064	642.2833333333333	6.316666666666666	32984.889833333335	ASC	7000	0	7000	2000	0	0	2000	5000	5000	0	5000	-2000	0	3000	0	0	0	0	0	4000	4000	0	0	0	0	0	0	485000	0	301000	146000	155000	0	301000	184000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	ATENOR GROUP	BE0003837540	ATEB	0	65	33.85099478978176	1887.4923076923078	19.276923076923076	63717.26969230768	ATEB	16000	9000	8000	13000	0	0	13000	3000	3000	0	3000	-1000	0	1000	0	2000	37000	33000	261000	1000	334000	11000	0	0	0	0	0	377000	16000	214000	87000	164000	0	272000	45000	12000	0	0	0	0	-5000	0	-8000	-12000	-23000	0	0	0	-6000	0	0	0	28000	0	-2000
1	BANIMMO A	BE0003870871	BANI	0	65	8.873573797417142	1851.123076923077	8.876923076923077	16403.88246153846	BANI	1000	3000	-2000	5000	0	0	5000	-4000	-4000	0	-4000	-2000	0	-6000	0	4000	0	13000	152000	0	169000	40000	0	0	0	0	0	357000	21000	208000	40000	193000	0	241000	132000	0	0	0	0	0	-1000	0	0	0	0	0	0	0	17000	0	0	0	-16000	0	1000
1	BARCO	BE0003790079	BAR	0	65	56.270696446953224	24850.2	459.8	1399086.9904615388	BAR	280000	185000	95000	263000	0	0	263000	17000	17000	0	17000	-1000	0	14000	0	157000	0	221000	212000	1000	598000	12000	0	0	0	0	0	1048000	114000	71000	401000	56000	93000	468000	198000	467000	0	0	0	6000	5000	0	17000	12000	64000	0	0	0	-24000	0	0	0	3000	-2000	40000
1	BEFIMMO	BE0003678894	BEFB	0	65	51.6968921605013	19605.2	337.75384615384615	1010947.5736923076	BEFB	37000	6000	30000	10000	0	0	10000	27000	27000	0	27000	-7000	0	18000	0	2000	0	19000	0	6000	27000	15000	0	0	0	0	0	2249000	25000	994000	357000	724000	0	1084000	983000	144000	0	0	0	0	0	0	0	6000	29000	0	0	0	-14000	0	0	0	-15000	0	0
1	D&#039;IETEREN	BE0974259880	DIE	0	65	34.74187588149237	36777.2	418.81538461538463	1279433.9344615387	DIE	1246000	853000	394000	1205000	0	0	1205000	41000	41000	0	41000	-13000	0	18000	0	200000	288000	394000	539000	2000	1431000	70000	0	0	0	0	0	3555000	194000	1038000	923000	686000	0	1830000	184000	1640000	0	0	0	17000	0	0	0	22000	64000	-34000	0	0	-130000	0	0	0	100000	-1000	34000
1	DECEUNINCK	BE0003789063	DECB	0	65	1.6382533662017453	118367.83076923077	67.9076923076923	190482.68923076935	DECB	137000	98000	38000	127000	0	0	127000	9000	9000	0	9000	-2000	0	4000	0	22000	0	95000	77000	8000	203000	0	0	0	0	0	0	418000	64000	102000	153000	35000	0	214000	89000	0	0	0	0	6000	5000	0	1000	-2000	12000	-8000	0	0	-8000	0	0	0	-3000	-1000	-1000
1	DELHAIZE GROUP	BE0003562700	DELB	0	65	43.96012827480563	417955.41538461536	3743.5538461538463	18424349.492769223	DELB	5338000	4063000	1275000	5163000	0	0	5163000	175000	175000	0	175000	-48000	0	100000	0	1149000	151000	622000	1353000	319000	3666000	46000	0	0	0	0	0	11596000	1993000	2809000	3142000	2019000	0	6520000	2865000	3677000	0	0	0	145000	0	0	0	213000	445000	-241000	0	0	-225000	0	0	0	-14000	-12000	194000
1	DEXIA	BE0003796134	DEXB	0	65	0.04430675618464752	3644624.6	172.98461538461538	153436.36276923076	DEXB	-6000	2000	-8000	116000	0	0	116000	-121000	-121000	0	0	0	0	-94000	0	2637000	550000	193000	0	27190000	55870000	29689000	0	0	0	0	0	222936000	7831000	205165000	117448000	95841000	0	218977000	2400000	-1083000	0	0	0	3000	0	0	0	186000	91000	-6000	0	0	32000	0	0	0	-20000	-32000	71000
1	ECONOCOM GROUP	BE0974266950	ECONB	0	65	7.2219532935983315	151610.52307692307	345.2769230769231	1118354.059692308	ECONB	490000	417000	73000	459000	0	0	459000	32000	32000	0	32000	-1000	0	16000	0	150000	0	720000	20000	28000	952000	18000	0	0	0	0	0	1471000	495000	189000	1028000	88000	0	1211000	195000	44000	0	0	0	2000	0	0	0	39000	62000	-3000	0	0	-12000	0	0	0	-8000	0	41000
1	ELIA	BE0003822393	ELI	0	65	33.48755794815301	30254.96923076923	343.87692307692305	1013422.6296923077	ELI	346000	183000	163000	260000	0	0	260000	86000	86000	0	86000	-31000	0	49000	0	438000	0	407000	16000	9000	870000	100000	0	0	0	0	0	6532000	227000	3199000	1478000	2626000	0	4323000	1516000	712000	0	0	0	34000	54000	0	0	29000	212000	-162000	0	0	-168000	0	0	0	0	0	44000
1	EURONAV	BE0003816338	EURN	0	64	5.49220135291828	105724.140625	183.828125	599641.459375	EURN	9000	29000	-20000	42000	0	0	42000	-33000	-33000	0	-33000	-4000	0	-23000	0	74000	0	67000	0	51000	192000	23000	0	0	0	0	0	1921000	32000	975000	245000	837000	0	1120000	425000	423000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
