quarter	name	isin	symbol	treat	cnt	avg	shares	trades	turnover	COMP	Total Revenue	Cost of Revenue	Gross Profit	Operating Expenses	Research Development	Selling General and Administrative	Total Operating Expenses	Operating Income or Loss	Operating Income or Loss	Total Other Income/Expenses Net	Earnings Before Interest And Taxes	Interest Expense	Income Before Tax	Net Income From Continuing Ops	Net Income	Cash And Cash Equivalents	Short Term Investments	Net Receivables	Inventory	Other Current Assets	Total Current Assets	Long Term Investments	Property Plant and Equipment	Goodwill	Intangible Assets	Accumulated Amortization	Other Assets	Total Assets	Accounts Payable	Short/Current Long Term Debt	Total Current Liabilities	Long Term Debt	Deferred Long Term Liability Charges	Total Liabilities	Common Stock	Retained Earnings	Total Stockholder Equity	Net Tangible Assets	Net Income	Depreciation	Changes In Accounts Receivables	Changes In Liabilities	Changes In Inventories	Changes In Other Operating Activities	Total Cash Flow From Operating Activities	Capital Expenditures	Investments	Other Cash flows from Investing Activities	Total Cash Flows From Investing Activities	Dividends Paid	Sale Purchase of Stock	Net Borrowings	Total Cash Flows From Financing Activities	Effect Of Exchange Rate Changes	Change In Cash and Cash Equivalents
3	WDP	BE0003763779	WDP	0	63	54.62255950620765	12413.42857142857	206.42857142857142	677523.0496825398	WDP	30000	5000	25000	7000	0	0	7000	24000	24000	0	24000	-7000	0	13000	0	2000	0	13000	0	6000	22000	25000	0	0	0	0	0	1410000	18000	803000	252000	564000	0	892000	325000	23000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	57	93.41039354322155	1270.6666666666667	49.12280701754386	118462.08421052633	WEHB	9000	0	9000	2000	0	0	2000	8000	8000	0	8000	0	0	9000	0	3000	0	6000	0	0	9000	20000	0	0	0	0	0	647000	1000	155000	19000	140000	0	165000	294000	184000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	ZENITEL	BE0003806230	ZENT	1	57	0.9027670852370736	11417.368421052632	5.947368421052632	10531.626666666667	ZENT	17000	14000	3000	16000	0	0	16000	1000	1000	0	1000	0	0	0	0	8000	0	15000	9000	1000	33000	0	0	0	0	0	0	44000	16000	2000	23000	0	0	23000	25000	-4000	0	0	0	0	0	0	0	-1000	0	-1000	0	0	-2000	0	0	0	4000	0	2000
3	ZETES INDUSTRIES	BE0003827442	ZTS	1	63	21.593240514046553	2831.5714285714284	23.984126984126984	61244.466666666674	ZTS	59000	35000	24000	57000	0	0	57000	2000	2000	0	2000	0	0	1000	0	12000	0	63000	14000	0	102000	2000	0	0	0	0	0	173000	32000	15000	92000	1000	0	96000	50000	2000	0	0	0	1000	0	0	0	1000	4000	-2000	0	0	-3000	0	0	0	-1000	0	1000
3	SIOEN	BE0003743573	SIOE	1	63	9.458556592660118	13796.920634920634	62.714285714285715	133355.80936507936	SIOE	83000	65000	19000	77000	0	0	77000	7000	7000	0	7000	-1000	0	5000	0	27000	52000	58000	94000	1000	233000	0	0	0	0	0	0	357000	30000	139000	85000	100000	0	204000	46000	113000	0	0	0	4000	-3000	0	-5000	1000	7000	-2000	0	0	-9000	0	0	0	-5000	0	-7000
3	SIPEF	BE0003898187	SIP	0	63	61.974542628569615	2746.6984126984125	48.523809523809526	170180.6522222222	SIP	79000	55000	24000	62000	0	0	62000	17000	17000	0	17000	0	0	17000	0	41000	0	56000	36000	3000	136000	81000	0	0	0	0	0	766000	25000	61000	133000	0	0	205000	67000	0	0	0	0	4000	0	0	0	0	17000	-11000	0	0	-9000	0	0	0	4000	0	12000
3	SOFINA	BE0003717312	SOF	0	63	86.52066617841288	8724.269841269841	183.4920634920635	754367.7877777781	SOF	84000	0	84000	6000	0	0	6000	78000	78000	0	78000	-1000	0	79000	0	334000	251000	3000	0	0	588000	3974000	0	0	0	0	0	4611000	0	179000	16000	179000	0	203000	84000	0	0	0	0	0	0	0	0	0	18000	0	0	0	19000	0	0	0	-38000	0	-1000
3	TELENET GROUP	BE0003826436	TNET	1	63	42.80211525917981	103188.49206349206	976.5396825396825	4410878.610952381	TNET	422000	233000	189000	292000	0	0	292000	130000	130000	0	130000	-65000	0	10000	0	182000	0	185000	14000	8000	418000	1000	0	0	0	0	0	3405000	165000	3737000	826000	3657000	0	4840000	61000	-2368000	0	0	0	62000	-25000	0	0	26000	193000	-52000	0	0	-65000	0	0	0	-162000	0	-34000
3	TER BEKE	BE0003573814	TERB	0	63	58.86676662774811	471.92063492063494	9.698412698412698	27818.699999999997	TERB	100000	71000	28000	97000	0	0	97000	3000	3000	0	3000	0	0	2000	0	10000	0	56000	23000	0	89000	4000	0	0	0	0	0	231000	54000	57000	90000	33000	0	132000	53000	46000	0	0	0	4000	4000	0	1000	0	8000	-3000	0	0	-3000	0	0	0	-3000	0	1000
3	TESSENDERLO	BE0003555639	TESB	1	63	20.57472715201185	48729.57142857143	355.8095238095238	1010464.2671428572	TESB	388000	294000	94000	360000	0	0	360000	28000	28000	0	28000	-4000	0	14000	0	65000	0	184000	211000	4000	465000	23000	0	0	0	0	0	1051000	248000	264000	396000	167000	0	794000	261000	62000	0	0	0	16000	-4000	0	20000	-5000	45000	-15000	0	0	-11000	0	0	0	-24000	0	10000
3	TEXAF	BE0974263924	TEXF	1	63	37.98064334503668	643.952380952381	10.507936507936508	24817.748730158728	TEXF	5000	0	4000	3000	0	0	3000	2000	2000	0	2000	0	0	1000	0	5000	0	2000	5000	1000	13000	0	0	0	0	0	0	107000	4000	3000	6000	3000	0	38000	22000	0	0	0	0	1000	0	0	0	0	1000	-2000	0	0	-1000	0	0	0	-1000	0	-1000
3	THROMBOGENICS	BE0003846632	THR	1	63	18.99069130699463	218219.0634920635	1146.888888888889	3568226.8723809514	THR	4000	0	3000	16000	0	0	16000	-12000	-12000	0	-12000	0	0	-12000	0	132000	17000	13000	8000	0	170000	0	0	0	0	0	0	246000	7000	0	11000	0	0	11000	310000	-61000	0	0	0	2000	-1000	0	0	-1000	-12000	0	0	0	-4000	0	0	0	0	0	-16000
3	TIGENIX	BE0003864817	TIG	1	63	0.6869390855889335	795089.4126984127	247.31746031746033	544791.7434920636	TIG	0	3000	-2000	4000	0	0	4000	-4000	-4000	0	-4000	0	0	-4000	0	13000	1000	8000	0	0	22000	0	0	0	0	0	0	60000	2000	16000	6000	14000	0	21000	116000	-83000	0	0	0	1000	0	0	0	1000	-3000	0	0	0	-1000	0	0	0	3000	0	-1000
3	TUBIZE-FIN	BE0003823409	TUB	0.15873015873015872	63	51.33999613517106	10198.079365079366	104.11111111111111	522404.7733333334	TUB	0	0	0	0	0	0	0	0	0	0	0	-2000	0	21000	0	30000	0	0	0	0	30000	1766000	0	0	0	0	0	1796000	0	219000	62000	158000	0	239000	236000	1412000	0	0	0	0	0	0	0	0	2000	0	0	0	35000	0	0	0	-21000	0	15000
2	GBL	BE0003797140	GBLB	0	63	68.86613412735228	97178.15873015873	1184.2380952380952	6683105.669047617	GBLB	996000	316000	679000	824000	0	0	824000	172000	172000	0	172000	-168000	0	87000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3524000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	GIMV	BE0003699130	GIMB	0	63	37.29962268741838	19539.380952380954	262.6031746031746	728963.3507936508	GIMB	-42000	-29000	-12000	-61000	0	0	-61000	19000	19000	0	19000	0	0	3000	0	41000	15000	23000	0	6000	86000	795000	0	0	0	0	0	1027000	1000	0	14000	0	0	24000	270000	722000	0	0	0	-2000	4000	0	1000	0	7000	6000	0	0	-32000	0	0	0	2000	0	-24000
2	GLOBAL GRAPHICS	FR0004152221	GLOG	0	60	1.534059422666043	16763.3	16.45	27177.736833333336	GLOG	3000	0	3000	2000	0	0	2000	0	0	0	0	0	0	0	0	2000	0	2000	0	0	4000	0	0	0	0	0	0	16000	0	0	2000	0	0	2000	4000	19000	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0
2	HAMON	BE0003700144	HAMO	0	63	15.10562684370328	4346.6984126984125	35.41269841269841	65500.02349206348	HAMO	148000	127000	21000	145000	0	0	145000	3000	3000	0	3000	-3000	0	1000	0	163000	0	233000	15000	1000	429000	3000	0	0	0	0	0	577000	168000	230000	527000	2000	0	546000	16000	10000	0	0	0	2000	0	0	0	0	-1000	-1000	0	0	-2000	0	0	0	24000	0	22000
2	HOME INV.BELG-SIFI	BE0003760742	HOMI	0	63	76.92192275069675	1226.4761904761904	20.50793650793651	93828.1165079365	HOMI	5000	2000	3000	2000	0	0	2000	3000	3000	0	3000	-1000	0	5000	0	3000	0	4000	0	7000	14000	0	0	0	0	0	0	342000	4000	128000	27000	107000	0	140000	102000	24000	0	0	0	0	0	0	0	-3000	0	0	0	0	2000	0	0	0	-2000	0	-1000
2	IBA	BE0003766806	IBAB	0	63	7.673623459513927	22963.031746031746	77.0952380952381	179038.23761904766	IBAB	49000	28000	22000	44000	0	0	44000	5000	5000	0	5000	-1000	0	2000	0	45000	0	57000	90000	7000	201000	36000	0	0	0	0	0	299000	38000	34000	166000	29000	0	209000	71000	10000	0	0	0	1000	3000	0	-4000	0	8000	-1000	0	0	2000	0	0	0	-1000	0	8000
2	IMMO MOURY	BE0003893139	IMMOU	0	63	49.89020572727729	112.87301587301587	3	5589.823809523811	IMMOU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	1000	3000	0	0	0	0	0	25000	1000	1000	2000	0	0	2000	22000	2000	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0
2	IMMOBEL	BE0003599108	IMMO	0	63	37.899642005676505	1616.7301587301588	22.50793650793651	61400.708571428586	IMMO	10000	6000	4000	9000	0	0	9000	1000	1000	0	1000	-2000	0	11000	0	27000	0	13000	291000	22000	354000	73000	0	0	0	0	0	431000	13000	194000	108000	115000	0	225000	60000	145000	0	0	0	0	-1000	0	-3000	0	5000	0	0	0	0	0	0	0	0	0	5000
2	JENSEN-GROUP	BE0003858751	JEN	0	63	14.057075314685026	4052.8571428571427	25.936507936507937	56901.45365079362	JEN	61000	55000	6000	55000	0	0	55000	6000	6000	0	6000	0	0	4000	0	13000	0	81000	30000	0	124000	0	0	0	0	0	0	154000	19000	10000	72000	3000	0	86000	37000	37000	0	0	0	0	0	0	0	-3000	2000	0	0	0	-1000	0	0	0	-4000	0	-2000
2	KBC	BE0003565737	KBC	0	63	44.45601664264597	1066823.3174603174	6727.126984126984	47437405.86158729	KBC	1512000	0	1512000	982000	0	0	982000	530000	530000	0	0	0	0	397000	0	6930000	0	146000	0	3952000	27196000	62291000	0	0	0	0	0	246179000	151784000	37197000	165729000	27233000	0	230457000	6856000	0	0	0	0	65000	0	0	0	0	5448000	0	0	0	675000	0	0	0	-1871000	-6000	4246000
2	KBC ANCORA	BE0003867844	KBCA	0	63	28.256739683968547	66966.90476190476	480.6507936507937	1892346.9009523806	KBCA	9000	1000	9000	1000	0	0	1000	9000	9000	0	9000	-5000	0	-5000	0	0	0	0	0	0	0	2442000	0	0	0	0	0	2442000	0	401000	28000	375000	0	403000	2022000	17000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	KEYWARE TECH.	BE0003880979	KEYW	0	63	0.7463538630005347	13939.619047619048	9.206349206349206	10574.705714285716	KEYW	2000	1000	1000	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	4000	1000	0	4000	0	0	0	0	0	0	25000	1000	4000	7000	2000	0	9000	13000	2000	0	0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0
2	KINEPOLIS GROUP	BE0974274061	KIN	0	63	25.034878040754094	17776.666666666668	109.71428571428571	450097.5946031746	KIN	58000	40000	17000	47000	0	0	47000	10000	10000	0	10000	-2000	0	7000	0	13000	0	20000	3000	0	35000	0	0	0	0	0	0	297000	48000	111000	89000	74000	0	196000	20000	89000	0	0	0	5000	3000	0	0	0	10000	-3000	0	0	-4000	0	0	0	-9000	0	-3000
2	OPTION	BE0003836534	OPTI	0	63	0.32160648184131013	374798.7619047619	54.333333333333336	124248.99539682537	OPTI	1000	1000	1000	4000	0	0	4000	-3000	-3000	0	-3000	0	0	-3000	0	6000	0	1000	3000	0	10000	1000	0	0	0	0	0	15000	7000	18000	8000	18000	0	25000	7000	-15000	0	0	0	1000	0	0	0	0	-3000	0	0	0	-1000	0	0	0	6000	0	2000
2	PICANOL	BE0003807246	PIC	0	63	27.01536386195916	6013.650793650793	48.82539682539682	164819.71476190473	PIC	110000	85000	24000	93000	0	0	93000	17000	17000	0	17000	0	0	15000	0	53000	0	78000	52000	0	184000	192000	0	0	0	0	0	436000	47000	8000	101000	0	0	121000	23000	289000	0	0	0	2000	0	0	0	-4000	12000	-3000	0	0	-3000	0	0	0	-3000	0	6000
2	REALDOLMEN	BE0003899193	REA	0	63	21.735672478754605	11816.79365079365	80.0952380952381	251447.03904761892	REA	66000	64000	3000	64000	0	0	64000	3000	3000	0	3000	0	0	2000	0	23000	0	72000	2000	1000	98000	0	0	0	0	0	0	222000	16000	20000	64000	15000	0	85000	71000	67000	0	0	0	1000	0	0	0	1000	3000	0	0	0	0	0	0	0	0	0	3000
2	RECTICEL	BE0003656676	REC	0	63	6.628847447099749	60051.12698412698	127.93650793650794	396062.093968254	REC	247000	203000	44000	242000	0	0	242000	5000	5000	0	5000	-3000	0	-2000	0	27000	0	128000	100000	0	256000	80000	0	0	0	0	0	635000	84000	189000	262000	111000	0	461000	182000	23000	0	0	0	7000	-6000	0	-3000	-10000	1000	-8000	0	0	-7000	0	0	0	6000	0	0
2	RENTABILIWEB	BE0946620946	BIL	0	63	8.631595805935312	25859.190476190477	88.04761904761905	229601.75301587305	BIL	17000	16000	1000	16000	0	0	16000	1000	1000	0	1000	0	0	1000	0	12000	0	25000	0	0	38000	0	0	0	0	0	0	99000	11000	0	26000	0	0	27000	38000	2000	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	0	0	3000
2	RETAIL ESTATES	BE0003720340	RET	0	63	56.82779845687371	2246.8888888888887	36.65079365079365	127212.77412698408	RET	14000	2000	11000	3000	0	0	3000	11000	11000	0	11000	-4000	0	7000	0	2000	0	2000	0	5000	10000	0	0	0	0	0	0	756000	0	374000	34000	352000	0	399000	254000	58000	0	0	0	0	2000	0	0	-3000	0	0	0	0	-22000	0	0	0	1000	0	-20000
2	RHJ INTERNATIONAL	BE0003815322	RHJI	0	63	3.7259232723028113	114595.76190476191	140.44444444444446	436803.4804761904	RHJI	91000	11000	80000	78000	0	0	78000	13000	13000	0	13000	-20000	0	54000	0	204000	0	3764000	0	12000	4624000	4581000	0	0	0	0	0	9478000	0	2556000	906000	1832000	0	8642000	539000	72000	0	0	0	1000	0	0	0	-51000	-58000	-1000	0	0	-89000	0	0	0	88000	9000	-49000
2	ROULARTA	BE0003741551	ROU	0	63	11.752923245583446	2959.0158730158732	16.396825396825395	34750.056190476185	ROU	121000	116000	5000	120000	0	0	120000	1000	1000	0	1000	-2000	0	1000	0	34000	17000	127000	9000	11000	199000	131000	0	0	0	0	0	789000	122000	119000	243000	116000	0	489000	203000	107000	0	0	0	3000	2000	0	0	6000	8000	-1000	0	0	1000	0	0	0	-3000	0	6000
2	RTL GROUP	LU0061462528	RTL	0	63	89.1372309465017	23405.85714285714	303.7936507936508	2100147.099365079	RTL	1313000	433000	880000	1125000	0	0	1125000	188000	188000	0	188000	-11000	0	110000	0	609000	0	1834000	16000	1013000	3472000	350000	0	0	0	0	0	7685000	2583000	567000	2891000	526000	0	4021000	192000	0	0	0	0	57000	0	0	0	0	205000	-18000	0	0	-130000	0	0	0	-20000	-1000	54000
2	SAPEC	BE0003625366	SAP	0	63	48.89832955096133	230.47619047619048	5.380952380952381	11222.429682539681	SAP	121000	116000	5000	116000	0	0	116000	5000	5000	0	5000	-4000	0	0	0	16000	0	103000	80000	10000	209000	1000	0	0	0	0	0	368000	67000	179000	154000	104000	0	272000	44000	0	0	0	0	2000	-7000	0	5000	0	0	-4000	0	0	-4000	0	0	0	2000	0	-2000
2	BEKAERT	BE0974258874	BEKB	0	63	26.785293216299593	86181.68253968254	897.6190476190476	2330102.774444444	BEKB	804000	676000	129000	754000	0	0	754000	51000	51000	0	51000	-15000	0	40000	0	533000	10000	882000	618000	62000	2105000	170000	0	0	0	0	0	3724000	378000	1251000	1071000	860000	0	2179000	208000	1345000	0	0	0	42000	0	0	0	-62000	5000	-29000	0	0	-23000	0	0	0	89000	0	71000
2	BPOST	BE0974268972	BPOST	0	63	14.965131746358525	472374.7301587302	1320.7142857142858	7069741.999682538	BPOST	622000	438000	185000	473000	0	0	473000	150000	150000	0	150000	-3000	0	99000	0	815000	0	297000	10000	0	1122000	374000	0	0	0	0	0	2217000	851000	87000	976000	76000	0	1512000	364000	99000	0	0	0	21000	81000	0	0	-2000	385000	-9000	0	0	-17000	0	0	0	-1000	0	367000
2	BREDERODE	LU1068091351	BREB	0	63	27.879816121583957	5468.68253968254	48.84126984126984	152465.48714285714	BREB	67000	0	67000	0	0	0	0	67000	67000	0	67000	0	0	66000	0	39000	0	10000	0	0	49000	1198000	0	0	0	0	0	1252000	0	0	23000	0	0	23000	246000	0	0	0	0	0	0	0	0	0	9000	0	0	0	5000	0	0	0	-11000	0	3000
2	CARDIO3 BIO	BE0974260896	CARD	0	63	40.69876694274468	40983.920634920636	633.5079365079365	1726452.2431746032	CARD	0	3000	-3000	3000	0	0	3000	-3000	-3000	0	-3000	0	0	-3000	0	35000	5000	0	0	2000	42000	0	0	0	0	0	0	52000	3000	0	4000	0	0	16000	82000	-42000	0	0	0	0	-1000	0	0	0	-4000	0	0	0	0	0	0	0	13000	0	9000
2	CFE	BE0003883031	CFEB	0	63	67.9949995893401	19841.079365079364	319.3968253968254	1364728.8852380957	CFEB	887000	535000	352000	840000	0	0	840000	46000	46000	0	46000	-10000	0	32000	0	428000	54000	1194000	123000	112000	1911000	222000	0	0	0	0	0	4032000	1020000	1006000	1870000	657000	0	2796000	841000	393000	0	0	0	54000	-69000	0	-2000	0	58000	-26000	0	0	-23000	0	0	0	-41000	1000	-5000
2	CMB	BE0003817344	CMB	0	63	21.631178689019407	23204.238095238095	152.74603174603175	501602.5280952382	CMB	123000	104000	18000	128000	0	0	128000	-6000	-6000	0	-6000	-5000	0	-3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	COFINIMMO	BE0003593044	COFB	0	63	86.50866782181416	34173.444444444445	717.3650793650794	2952060.449047619	COFB	69000	20000	49000	21000	0	0	21000	48000	48000	0	48000	-16000	0	2000	0	16000	0	33000	0	34000	83000	23000	0	0	0	0	0	3652000	57000	1749000	656000	1191000	0	1973000	1318000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	COLRUYT	BE0974256852	COLR	0	63	39.945717628625715	160140.82539682538	1459.015873015873	6344829.728412696	COLR	2200000	1686000	514000	2082000	0	0	2082000	118000	118000	0	118000	0	0	87000	0	603000	17000	522000	575000	5000	1742000	160000	0	0	0	0	0	3722000	1047000	32000	1593000	11000	0	1755000	261000	1996000	0	0	0	49000	14000	0	-5000	2000	186000	-107000	0	0	-102000	0	0	0	-90000	0	-6000
2	AB INBEV	BE0003793107	ABI	0	63	74.10065284595086	1522370.9841269841	10643.15873015873	112509923.08206347	ABI	10605000	4287000	6318000	7508000	0	0	7508000	3097000	3097000	0	3097000	-441000	0	1799000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49126000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	ABLYNX	BE0003877942	ABLX	0	63	8.4585618337149	243878.6349206349	654	2084251.8387301583	ABLX	11000	13000	-1000	15000	0	0	15000	-4000	-4000	0	-4000	0	0	-3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	63	84.25215288043121	36627.57142857143	755.1269841269841	3094017.890317461	ACKB	1071000	602000	469000	989000	0	0	989000	83000	83000	0	83000	-26000	0	73000	0	618000	689000	2615000	146000	8000	4076000	1222000	0	0	0	0	0	11111000	1096000	1985000	5363000	1227000	0	7773000	114000	0	0	0	0	58000	-62000	0	-18000	-19000	27000	-35000	0	0	-28000	0	0	0	-76000	2000	-75000
2	AEDIFICA	BE0003851681	AED	0	63	51.30575084010116	8463.460317460318	139.31746031746033	433160.736984127	AED	11000	1000	9000	3000	0	0	3000	8000	8000	0	8000	0	0	5000	0	1000	0	3000	0	1000	5000	0	0	0	0	0	0	795000	7000	384000	85000	313000	0	398000	329000	29000	0	0	0	0	0	0	0	0	10000	0	0	0	-20000	0	0	0	9000	0	0
2	AGEAS	BE0974264930	AGS	0	63	32.03126542630532	456715.5873015873	2681.7936507936506	14647183.262222221	AGS	3412000	2830000	582000	3130000	0	0	3130000	282000	282000	0	282000	-14000	0	73000	0	2940000	0	55000	0	4314000	7632000	64639000	0	0	0	0	0	97149000	5429000	4409000	12037000	3126000	0	87328000	4583000	30000	0	0	0	190000	0	0	0	801000	1068000	-33000	0	0	-201000	0	0	0	-86000	2000	783000
2	AGFA-GEVAERT	BE0003755692	AGFB	0	63	2.0935657578887388	364140.8253968254	255.93650793650792	763404.7277777779	AGFB	622000	440000	182000	607000	0	0	607000	15000	15000	0	15000	-4000	0	1000	0	142000	0	790000	544000	33000	1509000	11000	0	0	0	0	0	2559000	225000	333000	813000	313000	0	2192000	397000	663000	0	0	0	18000	11000	0	-4000	-29000	31000	-6000	0	0	-1000	0	0	0	-13000	-2000	15000
2	ATENOR GROUP	BE0003837540	ATEB	0	63	36.02399262673667	2247.4126984126983	27.634920634920636	81555.89158730156	ATEB	33000	21000	12000	26000	0	0	26000	7000	7000	0	7000	-1000	0	2000	0	12000	12000	30000	256000	1000	311000	39000	0	0	0	0	0	383000	27000	228000	90000	176000	0	280000	51000	71000	0	0	0	0	-14000	0	5000	1000	-3000	-1000	0	0	-6000	0	0	0	1000	0	-7000
2	BANIMMO A	BE0003870871	BANI	0	63	8.69976486006333	4636.460317460317	17.88888888888889	39722.80095238095	BANI	2000	1000	1000	3000	0	0	3000	-1000	-1000	0	-1000	-5000	0	-4000	0	5000	0	14000	155000	0	173000	91000	0	0	0	0	0	359000	14000	229000	27000	216000	0	251000	132000	0	0	0	0	0	0	0	0	0	-2000	0	0	0	-9000	0	0	0	10000	0	0
2	BARCO	BE0003790079	BAR	0	63	55.988465974752735	25239.428571428572	431.92063492063494	1400144.6777777774	BAR	249000	167000	82000	242000	0	0	242000	7000	7000	0	7000	-1000	0	6000	0	92000	0	201000	237000	0	537000	12000	0	0	0	0	0	1007000	120000	56000	383000	42000	94000	436000	565000	0	0	0	0	6000	10000	0	-12000	-12000	14000	-5000	0	0	-28000	0	0	0	-18000	0	-32000
2	BEFIMMO	BE0003678894	BEFB	0	63	51.10398148109465	24408.88888888889	364.4761904761905	1248834.9815873015	BEFB	37000	6000	31000	8000	0	0	8000	29000	29000	0	29000	-6000	0	19000	0	1000	0	30000	0	4000	36000	19000	0	0	0	0	0	2319000	57000	1048000	434000	698000	0	1133000	972000	39000	0	0	0	0	0	0	0	-18000	5000	0	0	0	-17000	0	0	0	11000	0	0
2	D&#039;IETEREN	BE0974259880	DIE	0	63	35.11313027164856	74043.8253968254	742.6666666666666	2588008.9074603175	DIE	1487000	1054000	433000	1435000	0	0	1435000	51000	51000	0	51000	-12000	0	34000	0	204000	235000	527000	572000	0	1548000	84000	0	0	0	0	0	3724000	708000	1048000	925000	852000	0	1971000	184000	1662000	0	0	0	30000	0	0	0	-10000	67000	-28000	0	0	-22000	0	0	0	-43000	0	2000
2	DECEUNINCK	BE0003789063	DECB	0	63	2.2341167557310766	241056.04761904763	179.88888888888889	536514.103015873	DECB	132000	96000	36000	130000	0	0	130000	2000	2000	0	2000	-4000	0	0	0	22000	0	113000	94000	7000	236000	0	0	0	0	0	0	455000	87000	113000	210000	16000	0	252000	89000	0	0	0	0	5000	-8000	0	-9000	1000	4000	-7000	0	0	-7000	0	0	0	2000	0	0
2	DELHAIZE GROUP	BE0003562700	DELB	0	63	48.3157422789444	537309.3174603175	4692.619047619048	25919792.992857143	DELB	5120000	3891000	1229000	4961000	0	0	4961000	159000	159000	0	159000	-47000	0	90000	0	1147000	219000	680000	1319000	277000	3642000	55000	0	0	0	0	0	11454000	1799000	2798000	2963000	2025000	0	6298000	5150000	0	0	0	0	144000	0	0	0	-154000	121000	-79000	0	0	-102000	0	0	0	-13000	-1000	5000
2	DEXIA	BE0003796134	DEXB	0	63	0.04512205950056153	1928108.111111111	123.04761904761905	87131.35873015875	DEXB	-70000	0	-70000	102000	0	0	102000	-172000	-172000	0	0	0	0	-205000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205165000	0	0	0	0	0	0	0	0	0	7000	0	0	0	4134000	3965000	-3000	0	0	196000	0	0	0	-16000	17000	4162000
2	ECONOCOM GROUP	BE0974266950	ECONB	0	63	8.201113417988891	176943.5873015873	389.1587301587302	1442843.2158730158	ECONB	486000	430000	56000	472000	0	0	472000	14000	14000	0	14000	-2000	0	8000	0	135000	0	743000	27000	32000	978000	18000	0	0	0	0	0	1515000	486000	311000	961000	174000	0	1240000	226000	16000	0	0	0	3000	0	0	0	-56000	-47000	-5000	0	0	-24000	0	0	0	63000	0	-8000
2	ELIA	BE0003822393	ELI	0	63	34.710042165592455	27840.14285714286	311.42857142857144	966861.7190476188	ELI	191000	87000	104000	145000	0	0	145000	47000	47000	0	47000	-30000	0	47000	0	60000	0	272000	14000	16000	362000	837000	0	0	0	0	0	5471000	243000	2692000	454000	2675000	0	3265000	1516000	708000	0	0	0	27000	13000	0	0	34000	84000	-51000	0	0	-53000	0	0	0	-122000	0	-91000
2	EURONAV	BE0003816338	EURN	0	60	9.47905401025425	291843.4666666667	652.2833333333333	2794653.0396666666	EURN	106000	59000	47000	92000	0	0	92000	14000	14000	0	14000	-20000	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	63	45.91126756790814	34094.95238095238	495.25396825396825	1564233.3696825397	EVS	29000	7000	22000	19000	0	0	19000	10000	10000	0	10000	0	0	7000	0	23000	0	33000	18000	0	74000	9000	0	0	0	0	0	123000	6000	9000	34000	8000	0	45000	8000	72000	0	0	0	1000	2000	0	-2000	4000	13000	-4000	0	0	-4000	0	0	0	2000	0	11000
2	EXMAR	BE0003808251	EXM	0	63	11.777187006358082	68652.31746031746	349.55555555555554	806631.0977777776	EXM	47000	48000	-2000	50000	0	0	50000	-4000	-4000	0	-4000	0	0	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	FLUXYS BELGIUM D	BE0974265945	FLUX	0	63	29.305329043362683	2428.714285714286	20.904761904761905	71056.1442857143	FLUX	143000	45000	98000	111000	0	0	111000	33000	33000	0	33000	-13000	0	13000	0	208000	114000	84000	41000	9000	456000	0	0	0	0	0	0	2846000	41000	1643000	161000	1551000	0	2128000	60000	667000	0	0	0	34000	4000	0	3000	3000	74000	-21000	0	0	-20000	0	0	0	-15000	0	38000
